reserva_id,cliente_id,data_checkin,data_checkout,noites,antecedencia_dias,num_hospedes,tipo_quarto,motivo_viagem,canal_reserva,regime,mes,epoca,fim_semana,feriado,evento_cidade,foi_spa,num_massagens,pediu_room_service,num_vezes_room_service,late_checkout,estacionamento,transfer_aeroporto,consumo_minibar,consumo_bar_hotel,gasto_spa,rating_limpeza,rating_staff,rating_localizacao,rating_geral,fez_reclamacao,preco_quarto_noite,gasto_quarto_total,gasto_extras_total,gasto_total,desconto_aplicado
H004458,C000704,2024-04-15,2024-04-18,3,34,1,Standard,Lazer,Booking,Meia_Pensao,4,Media,Não,Não,Não,Sim,2,Não,0,Não,Não,Não,14.49,0.0,144.59,4.0,5.0,4,5,Não,83.84,251.52,234.08,485.6,0.0
H000116,C004571,2024-07-24,2024-07-27,3,28,2,Standard,Lazer,Direto,Meia_Pensao,7,Alta,Não,Não,Não,Não,0,Sim,1,Não,Sim,Não,6.75,12.7,0.0,3.0,4.0,5,4,Não,121.2,363.6,222.76,586.36,0.0
H001822,C003269,2023-05-11,2023-05-14,3,79,1,Suite,Lazer,Booking,Pequeno_Almoco,5,Media,Não,Não,Não,Sim,1,Não,0,Não,Sim,Sim,0.0,27.21,60.94,4.0,5.0,5,5,Não,224.24,672.72,162.15,834.87,0.0
H001495,C005730,2023-02-15,2023-02-17,2,27,2,Standard,Business,Booking,Pequeno_Almoco,2,Baixa,Não,Não,Não,Não,0,Não,0,Sim,Sim,Não,0.0,0.0,0.0,3.0,4.0,4,4,Não,84.61,169.22,16.0,185.22,0.0
H002402,C005919,2023-01-06,2023-01-09,3,40,4,Familiar,Business,Agencia,Pequeno_Almoco,1,Baixa,Não,Não,Não,Sim,2,Sim,1,Não,Sim,Não,0.0,17.2,92.0,3.0,5.0,4,3,Não,144.01,432.03,168.04,600.07,49.58
H001233,C003172,2023-07-30,2023-07-31,1,54,4,Standard,Lazer,Expedia,Pequeno_Almoco,7,Alta,Sim,Não,Não,Não,0,Não,0,Não,Sim,Não,0.0,0.0,0.0,5.0,4.0,5,5,Não,135.48,135.48,8.0,143.48,0.0
H002662,C005362,2024-03-27,2024-04-04,8,15,1,Standard,Lazer,Agencia,Meia_Pensao,3,Baixa,Não,Não,Não,Sim,1,Não,0,Não,Não,Sim,9.85,0.0,121.04,5.0,5.0,4,5,Não,77.09,616.72,380.89,997.61,0.0
H002818,C000107,2024-03-27,2024-03-29,2,7,2,Superior,Lazer,Direto,Pequeno_Almoco,3,Baixa,Não,Não,Não,Sim,2,Não,0,Não,Sim,Não,0.0,38.51,117.53,5.0,5.0,5,4,Não,122.98,245.96,172.04,418.0,0.0
H005319,C006502,2023-09-18,2023-09-21,3,90,3,Familiar,Evento,Booking,Pequeno_Almoco,9,Alta,Não,Não,Não,Não,0,Sim,3,Sim,Sim,Não,0.0,0.0,0.0,4.0,4.0,5,4,Não,204.55,613.65,120.3,733.95,0.0
H005038,C001580,2024-09-18,2024-09-21,3,99,1,Standard,Lazer,Booking,Pequeno_Almoco,9,Alta,Não,Não,Não,Não,0,Não,0,Não,Não,Não,21.55,0.0,0.0,3.0,4.0,4,3,Não,112.44,337.32,21.55,358.87,0.0
H001154,C002601,2023-03-18,2023-03-21,3,6,2,Superior,Evento,Direto,Pequeno_Almoco,3,Baixa,Sim,Não,Não,Não,0,Sim,3,Sim,Não,Não,9.17,5.4,0.0,5.0,5.0,4,4,Não,145.1,435.3,74.81,510.11,0.0
H004379,C004311,2024-01-27,2024-01-30,3,7,2,Standard,Lazer,Booking,Pequeno_Almoco,1,Baixa,Sim,Não,Não,Sim,1,Sim,2,Sim,Não,Não,21.84,6.3,58.06,5.0,5.0,4,5,Não,88.89,266.67,131.56,398.23,0.0
H004898,C003662,2024-11-27,2024-11-28,1,3,2,Standard,Business,Expedia,Pequeno_Almoco,11,Baixa,Não,Não,Não,Sim,2,Não,0,Sim,Não,Não,0.0,0.0,189.99,5.0,5.0,4,4,Não,83.15,83.15,189.99,273.14,0.0
H000058,C003261,2024-01-20,2024-01-23,3,6,2,Superior,Lazer,Direto,Pequeno_Almoco,1,Baixa,Sim,Não,Não,Sim,2,Não,0,Não,Não,Não,6.35,0.0,115.21,3.0,5.0,4,4,Não,134.25,402.75,121.56,524.31,0.0
H004109,C005482,2024-01-04,2024-01-06,2,12,2,Superior,Business,Agencia,Pequeno_Almoco,1,Baixa,Não,Não,Não,Não,0,Não,0,Não,Não,Não,15.7,12.11,0.0,4.0,3.0,3,5,Não,111.32,222.64,27.81,250.45,0.0
H003883,C004630,2024-12-07,2024-12-08,1,40,2,Suite,Lazer,Expedia,Pequeno_Almoco,12,Baixa,Sim,Não,Não,Não,0,Sim,3,Não,Sim,Não,25.84,39.88,0.0,5.0,5.0,4,5,Não,199.83,199.83,160.57,360.4,0.0
H004717,C006520,2024-03-07,2024-03-09,2,16,2,Standard,Evento,Booking,Pequeno_Almoco,3,Baixa,Não,Não,Não,Sim,2,Não,0,Não,Sim,Não,26.85,0.0,84.92,4.0,4.0,4,3,Não,83.17,166.34,127.77,294.11,42.82
H005445,C000739,2023-08-28,2023-08-30,2,60,3,Familiar,Business,Direto,Pequeno_Almoco,8,Alta,Não,Não,Não,Sim,1,Sim,1,Não,Sim,Sim,0.0,33.05,56.91,4.0,5.0,4,3,Não,211.74,423.48,186.63,610.11,0.0
H001736,C004400,2023-09-21,2023-09-24,3,33,2,Standard,Lazer,Direto,Pequeno_Almoco,9,Alta,Não,Não,Não,Sim,1,Não,0,Não,Sim,Sim,0.0,0.0,118.38,5.0,5.0,4,4,Não,106.02,318.06,192.38,510.44,0.0
H004967,C007883,2024-03-15,2024-03-17,2,33,4,Superior,Lazer,Direto,Pequeno_Almoco,3,Baixa,Não,Não,Não,Sim,1,Sim,2,Sim,Não,Não,12.46,0.0,76.37,4.0,5.0,4,5,Não,118.51,237.02,123.63,360.65,51.54
H002824,C002610,2024-09-23,2024-09-27,4,40,2,Suite,Business,Expedia,Pequeno_Almoco,9,Alta,Não,Não,Não,Sim,2,Sim,2,Não,Sim,Não,0.0,0.0,128.36,4.0,5.0,4,5,Não,283.71,1134.84,197.82,1332.66,0.0
H000160,C005004,2024-02-16,2024-02-20,4,18,2,Suite,Business,Booking,Meia_Pensao,2,Baixa,Não,Não,Não,Sim,2,Não,0,Não,Não,Sim,0.0,38.42,118.34,5.0,4.0,4,3,Não,211.7,846.8,406.76,1253.56,0.0
H002476,C005071,2024-12-07,2024-12-09,2,1,3,Standard,Lazer,Direto,Pequeno_Almoco,12,Baixa,Sim,Não,Não,Não,0,Não,0,Não,Não,Sim,0.0,0.0,0.0,4.0,5.0,4,3,Sim,83.83,167.66,50.0,217.66,20.99
H002565,C002580,2023-04-29,2023-05-02,3,10,2,Superior,Lazer,Agencia,Pequeno_Almoco,4,Media,Sim,Não,Não,Não,0,Sim,3,Não,Não,Não,0.0,17.83,0.0,4.0,5.0,4,5,Não,149.22,447.66,90.97,538.63,0.0
H003827,C007660,2023-07-17,2023-07-21,4,38,3,Superior,Lazer,Booking,Pequeno_Almoco,7,Alta,Não,Não,Não,Sim,1,Sim,2,Não,Sim,Não,0.0,0.0,49.8,5.0,5.0,4,5,Não,154.92,619.68,149.14,768.82,0.0
H004791,C001414,2024-09-23,2024-09-24,1,32,3,Suite,Lazer,Direto,Pequeno_Almoco,9,Alta,Não,Não,Não,Sim,1,Não,0,Não,Sim,Sim,0.0,22.59,37.27,4.0,5.0,5,5,Não,270.24,270.24,117.86,388.1,0.0
H002609,C004262,2024-06-17,2024-06-20,3,91,4,Superior,Business,Direto,Pequeno_Almoco,6,Alta,Não,Não,Não,Sim,1,Sim,2,Não,Não,Não,0.0,0.0,48.1,4.0,5.0,4,4,Não,169.04,507.12,88.33,595.45,0.0
H004263,C003457,2024-08-09,2024-08-11,2,19,3,Familiar,Evento,Booking,Meia_Pensao,8,Alta,Não,Não,Não,Não,0,Sim,1,Não,Sim,Não,0.0,0.0,0.0,5.0,4.0,4,3,Não,228.9,457.8,186.46,644.26,0.0
H000708,C000765,2024-03-20,2024-03-22,2,31,2,Suite,Business,Direto,Pequeno_Almoco,3,Baixa,Não,Não,Não,Não,0,Não,0,Não,Não,Sim,0.0,0.0,0.0,4.0,4.0,2,5,Não,187.0,374.0,50.0,424.0,0.0
H003047,C007622,2023-12-19,2023-12-20,1,9,2,Suite,Business,Booking,Pequeno_Almoco,12,Baixa,Não,Não,Não,Não,0,Sim,1,Não,Não,Não,8.15,0.0,0.0,4.0,4.0,4,4,Não,211.7,211.7,38.25,249.95,0.0
H004709,C001863,2024-12-22,2024-12-24,2,8,2,Superior,Lazer,Direto,Pequeno_Almoco,12,Baixa,Sim,Não,Sim,Sim,2,Sim,1,Não,Sim,Sim,0.0,11.53,122.37,5.0,5.0,4,5,Não,180.81,361.62,219.54,581.16,37.77
H001094,C000309,2023-08-26,2023-09-02,7,120,2,Standard,Lazer,Direto,Pequeno_Almoco,8,Alta,Sim,Não,Não,Sim,2,Não,0,Não,Sim,Não,12.88,0.0,79.71,5.0,4.0,4,3,Não,116.86,818.02,148.59,966.61,64.4
H004664,C002214,2023-04-25,2023-04-30,5,13,2,Standard,Lazer,Direto,Meia_Pensao,4,Media,Não,Não,Não,Sim,2,Não,0,Não,Não,Não,28.09,15.26,104.92,5.0,4.0,4,3,Não,87.12,435.6,398.27,833.87,109.88
H001377,C001854,2023-11-29,2023-12-06,7,26,3,Standard,Lazer,Expedia,Pequeno_Almoco,11,Baixa,Não,Não,Não,Sim,1,Não,0,Sim,Não,Não,0.0,5.92,105.52,5.0,4.0,4,4,Não,82.27,575.89,111.44,687.33,0.0
H005410,C001162,2024-01-07,2024-01-08,1,46,2,Suite,Lazer,Booking,Pequeno_Almoco,1,Baixa,Sim,Não,Não,Sim,1,Sim,1,Sim,Sim,Não,0.0,0.0,45.78,5.0,5.0,4,5,Não,239.63,239.63,79.5,319.13,0.0
H000073,C005096,2023-08-28,2023-08-30,2,51,4,Superior,Lazer,Booking,Pequeno_Almoco,8,Alta,Não,Não,Não,Não,0,Sim,3,Não,Não,Sim,0.0,0.0,0.0,4.0,5.0,4,5,Não,184.67,369.34,114.77,484.11,0.0
H001923,C007126,2024-07-28,2024-07-31,3,21,2,Standard,Lazer,Booking,Pequeno_Almoco,7,Alta,Sim,Não,Não,Não,0,Não,0,Não,Sim,Sim,19.84,0.0,0.0,4.0,5.0,5,4,Não,119.07,357.21,93.84,451.05,46.78
H003843,C001693,2023-10-03,2023-10-04,1,11,1,Superior,Business,Direto,Pequeno_Almoco,10,Media,Não,Não,Não,Sim,2,Sim,2,Não,Não,Não,12.58,0.0,123.36,3.0,5.0,4,3,Não,147.71,147.71,185.57,333.28,0.0
H001765,C007559,2023-08-27,2023-08-29,2,25,4,Standard,Lazer,Direto,Pequeno_Almoco,8,Alta,Sim,Não,Não,Não,0,Sim,1,Sim,Sim,Não,13.89,0.0,0.0,5.0,4.0,4,4,Não,126.38,252.76,46.87,299.63,0.0
H000744,C002256,2023-05-17,2023-05-19,2,27,3,Familiar,Business,Booking,Pequeno_Almoco,5,Media,Não,Não,Não,Não,0,Sim,4,Não,Sim,Não,0.0,0.0,0.0,4.0,4.0,3,3,Não,184.08,368.16,106.45,474.61,0.0
H003481,C001785,2024-11-20,2024-11-23,3,68,2,Standard,Lazer,Expedia,Pequeno_Almoco,11,Baixa,Não,Não,Não,Sim,1,Não,0,Não,Sim,Sim,0.0,0.0,49.94,4.0,4.0,5,3,Não,79.51,238.53,123.94,362.47,0.0
H001006,C006357,2023-01-14,2023-01-17,3,22,1,Suite,Business,Direto,Pequeno_Almoco,1,Baixa,Sim,Não,Não,Não,0,Sim,3,Não,Sim,Não,0.0,0.0,0.0,4.0,5.0,4,5,Não,220.23,660.69,104.57,765.26,0.0
H002669,C005696,2024-10-02,2024-10-04,2,15,4,Standard,Lazer,Booking,Pequeno_Almoco,10,Media,Não,Não,Não,Não,0,Sim,1,Não,Não,Sim,0.0,0.0,0.0,4.0,5.0,5,4,Não,98.66,197.32,74.1,271.42,0.0
H002602,C005208,2023-03-29,2023-04-03,5,3,1,Suite,Evento,Booking,Pequeno_Almoco,3,Baixa,Não,Não,Não,Sim,3,Não,0,Não,Sim,Não,19.26,0.0,183.81,4.0,5.0,5,5,Não,205.03,1025.15,243.07,1268.22,0.0
H001126,C003259,2023-11-17,2023-11-18,1,33,4,Familiar,Business,Direto,Meia_Pensao,11,Baixa,Não,Não,Não,Não,0,Não,0,Não,Não,Sim,0.0,38.29,0.0,3.0,5.0,4,4,Não,140.77,140.77,188.29,329.06,30.42
H001242,C002882,2024-02-04,2024-02-06,2,17,3,Superior,Lazer,Booking,Pequeno_Almoco,2,Baixa,Sim,Não,Não,Sim,2,Não,0,Não,Sim,Não,21.22,43.77,81.65,5.0,5.0,4,3,Não,122.37,244.74,162.64,407.38,0.0
H005222,C001715,2023-07-05,2023-07-07,2,118,4,Superior,Lazer,Direto,Pequeno_Almoco,7,Alta,Não,Não,Não,Não,0,Sim,5,Não,Sim,Não,0.0,18.82,0.0,5.0,4.0,4,4,Não,172.97,345.94,148.47,494.41,62.66
H004550,C000653,2023-11-17,2023-11-23,6,66,2,Superior,Lazer,Direto,Pequeno_Almoco,11,Baixa,Não,Não,Não,Sim,1,Sim,5,Não,Sim,Não,9.97,2.62,112.98,3.0,5.0,5,4,Não,117.04,702.24,328.22,1030.46,0.0
H003352,C003823,2023-11-21,2023-11-22,1,30,3,Superior,Evento,Direto,Pequeno_Almoco,11,Baixa,Não,Não,Não,Não,0,Não,0,Não,Sim,Sim,12.79,0.0,0.0,4.0,5.0,4,4,Não,131.4,131.4,70.79,202.19,0.0
H000999,C007378,2024-04-07,2024-04-08,1,18,2,Superior,Lazer,Expedia,Pequeno_Almoco,4,Media,Sim,Não,Não,Sim,1,Sim,2,Não,Sim,Não,0.0,0.0,80.83,5.0,5.0,4,4,Não,139.16,139.16,152.67,291.83,0.0
H004102,C007085,2023-05-18,2023-05-21,3,59,3,Standard,Business,Direto,Pequeno_Almoco,5,Media,Não,Não,Não,Não,0,Não,0,Não,Não,Não,0.0,0.0,0.0,4.0,4.0,5,4,Não,94.8,284.4,0.0,284.4,28.0
H003912,C002863,2024-03-25,2024-03-28,3,15,4,Familiar,Evento,Agencia,Pequeno_Almoco,3,Baixa,Não,Não,Não,Não,0,Não,0,Não,Sim,Não,31.03,36.49,0.0,4.0,4.0,4,3,Não,152.04,456.12,91.52,547.64,0.0
H002685,C004371,2024-03-19,2024-03-23,4,42,2,Standard,Evento,Direto,Meia_Pensao,3,Baixa,Não,Não,Não,Sim,1,Sim,1,Sim,Não,Não,0.0,0.0,105.79,5.0,4.0,4,3,Sim,85.3,341.2,335.69,676.89,0.0
H001578,C001553,2023-01-10,2023-01-13,3,10,3,Familiar,Lazer,Direto,Pequeno_Almoco,1,Baixa,Não,Não,Não,Não,0,Não,0,Não,Sim,Não,0.0,31.35,0.0,5.0,5.0,4,5,Não,135.21,405.63,55.35,460.98,0.0
H005275,C007211,2023-10-06,2023-10-10,4,9,2,Superior,Lazer,Booking,Pequeno_Almoco,10,Media,Não,Não,Não,Sim,2,Não,0,Não,Não,Não,0.0,34.13,160.85,5.0,5.0,4,5,Não,127.25,509.0,194.98,703.98,0.0
H001827,C004712,2024-03-04,2024-03-06,2,12,3,Standard,Lazer,Expedia,Pequeno_Almoco,3,Baixa,Não,Não,Não,Não,0,Sim,3,Não,Sim,Não,27.44,59.23,0.0,4.0,5.0,4,5,Não,83.12,166.24,178.9,345.14,0.0
H003985,C005012,2024-04-14,2024-04-16,2,35,2,Standard,Lazer,Booking,Pequeno_Almoco,4,Media,Sim,Não,Não,Sim,1,Sim,1,Não,Sim,Não,0.0,40.35,45.47,5.0,4.0,4,4,Não,103.87,207.74,125.36,333.1,18.28
H005492,C003613,2023-09-24,2023-09-30,6,79,1,Standard,Lazer,Booking,Meia_Pensao,9,Alta,Sim,Não,Não,Não,0,Não,0,Não,Sim,Sim,0.0,15.83,0.0,5.0,5.0,3,4,Não,119.09,714.54,263.83,978.37,0.0
H004251,C005473,2023-03-11,2023-03-14,3,16,3,Familiar,Business,Expedia,Pequeno_Almoco,3,Baixa,Sim,Não,Não,Não,0,Não,0,Não,Sim,Não,0.0,0.0,0.0,4.0,5.0,4,2,Não,157.93,473.79,24.0,497.79,0.0
H005225,C005632,2024-11-02,2024-11-03,1,9,4,Superior,Lazer,Agencia,Pequeno_Almoco,11,Baixa,Sim,Não,Não,Não,0,Não,0,Não,Não,Sim,24.44,0.0,0.0,4.0,4.0,5,4,Não,142.28,142.28,74.44,216.72,0.0
H000441,C007034,2023-04-26,2023-04-27,1,8,2,Standard,Lazer,Booking,Pequeno_Almoco,4,Media,Não,Não,Não,Sim,1,Sim,1,Não,Não,Não,38.58,0.0,58.96,4.0,4.0,4,4,Não,86.67,86.67,119.86,206.53,0.0
H005451,C001722,2024-05-27,2024-05-29,2,13,2,Superior,Lazer,Booking,Pequeno_Almoco,5,Media,Não,Não,Não,Sim,2,Sim,1,Não,Sim,Não,0.0,0.0,131.41,5.0,5.0,4,5,Não,131.63,263.26,174.66,437.92,0.0
H001101,C001871,2023-10-23,2023-10-25,2,5,1,Standard,Business,Direto,Meia_Pensao,10,Media,Não,Não,Não,Não,0,Não,0,Não,Sim,Não,16.19,72.46,0.0,4.0,5.0,3,3,Não,87.09,174.18,154.65,328.83,0.0
H002638,C000540,2023-07-09,2023-07-10,1,68,2,Suite,Lazer,Booking,Pequeno_Almoco,7,Alta,Sim,Não,Não,Não,0,Sim,2,Sim,Não,Sim,12.82,16.19,0.0,5.0,4.0,4,5,Não,314.18,314.18,115.25,429.43,0.0
H000650,C001928,2023-03-07,2023-03-09,2,5,3,Suite,Lazer,Direto,Pequeno_Almoco,3,Baixa,Não,Não,Não,Sim,1,Sim,3,Sim,Não,Sim,28.23,0.0,36.87,5.0,5.0,4,5,Não,198.75,397.5,190.06,587.56,36.91
H001547,C005510,2023-07-28,2023-07-29,1,99,4,Familiar,Lazer,Direto,Meia_Pensao,7,Alta,Não,Não,Não,Sim,2,Não,0,Não,Sim,Não,24.99,0.0,138.18,5.0,4.0,4,5,Não,196.37,196.37,271.17,467.54,0.0
H003232,C002933,2023-09-25,2023-09-28,3,65,3,Familiar,Lazer,Booking,Pequeno_Almoco,9,Alta,Não,Não,Não,Não,0,Não,0,Sim,Sim,Não,24.09,0.0,0.0,4.0,5.0,4,3,Não,225.38,676.14,48.09,724.23,0.0
H005376,C006539,2023-02-24,2023-02-28,4,9,2,Standard,Business,Booking,Meia_Pensao,2,Baixa,Não,Não,Não,Sim,1,Não,0,Não,Não,Não,0.0,0.0,92.1,3.0,4.0,5,4,Não,85.81,343.24,292.1,635.34,0.0
H004208,C006740,2024-11-10,2024-11-14,4,12,3,Familiar,Lazer,Booking,Pequeno_Almoco,11,Baixa,Sim,Não,Não,Não,0,Sim,1,Sim,Sim,Sim,0.0,0.0,0.0,5.0,4.0,5,4,Não,178.65,714.6,115.56,830.16,0.0
H003833,C003174,2024-11-24,2024-11-27,3,10,2,Standard,Lazer,Expedia,Pequeno_Almoco,11,Baixa,Sim,Não,Não,Não,0,Não,0,Não,Não,Sim,29.22,7.07,0.0,5.0,4.0,5,3,Não,87.68,263.04,86.29,349.33,0.0
H003858,C006899,2023-12-11,2023-12-13,2,2,1,Standard,Evento,Agencia,Pequeno_Almoco,12,Baixa,Não,Não,Não,Não,0,Não,0,Não,Sim,Não,14.26,0.0,0.0,3.0,5.0,4,4,Não,79.3,158.6,30.26,188.86,0.0
H004311,C000328,2024-10-03,2024-10-05,2,18,4,Suite,Business,Direto,Pequeno_Almoco,10,Media,Não,Não,Não,Não,0,Não,0,Não,Não,Sim,6.14,0.0,0.0,4.0,5.0,4,4,Não,208.75,417.5,56.14,473.64,0.0
H000631,C007273,2023-11-28,2023-12-01,3,9,3,Familiar,Evento,Direto,Meia_Pensao,11,Baixa,Não,Não,Sim,Não,0,Não,0,Não,Sim,Sim,0.0,5.63,0.0,5.0,5.0,5,5,Não,170.71,512.13,304.63,816.76,0.0
H000673,C006696,2023-03-21,2023-03-25,4,9,3,Superior,Business,Booking,Pequeno_Almoco,3,Baixa,Não,Não,Não,Não,0,Sim,1,Não,Sim,Sim,15.32,0.0,0.0,5.0,4.0,4,4,Não,114.6,458.4,124.06,582.46,67.55
H001250,C002277,2023-03-13,2023-03-14,1,64,3,Familiar,Business,Expedia,Pequeno_Almoco,3,Baixa,Não,Não,Não,Não,0,Sim,5,Não,Não,Não,0.0,39.99,0.0,4.0,4.0,4,4,Não,161.18,161.18,143.12,304.3,18.11
H005372,C007670,2023-03-16,2023-03-18,2,54,3,Suite,Lazer,Booking,Pequeno_Almoco,3,Baixa,Não,Não,Não,Não,0,Não,0,Não,Sim,Não,33.94,0.0,0.0,5.0,5.0,5,4,Não,200.11,400.22,49.94,450.16,23.46
H000483,C003707,2024-09-04,2024-09-06,2,66,1,Standard,Lazer,Booking,Pequeno_Almoco,9,Alta,Não,Não,Não,Sim,1,Não,0,Não,Não,Sim,0.0,0.0,52.51,4.0,5.0,4,3,Sim,120.01,240.02,102.51,342.53,29.96
H001585,C007375,2023-03-07,2023-03-11,4,36,4,Superior,Business,Direto,Pequeno_Almoco,3,Baixa,Não,Não,Não,Sim,2,Sim,1,Não,Não,Não,0.0,0.0,185.65,4.0,5.0,5,5,Não,114.95,459.8,204.8,664.6,0.0
H005269,C000309,2024-01-08,2024-01-10,2,14,2,Standard,Lazer,Booking,Pequeno_Almoco,1,Baixa,Não,Não,Não,Não,0,Não,0,Não,Sim,Sim,0.0,26.13,0.0,5.0,5.0,4,4,Não,85.51,171.02,92.13,263.15,0.0
H005095,C002171,2024-07-31,2024-08-02,2,61,1,Standard,Business,Booking,Pequeno_Almoco,7,Alta,Não,Não,Não,Não,0,Sim,1,Não,Sim,Sim,0.0,0.0,0.0,2.0,3.0,5,4,Não,108.84,217.68,81.0,298.68,0.0
H003685,C004487,2024-03-11,2024-03-13,2,23,2,Standard,Business,Direto,Pequeno_Almoco,3,Baixa,Não,Não,Não,Não,0,Não,0,Não,Sim,Sim,20.06,0.0,0.0,5.0,5.0,4,4,Não,80.37,160.74,86.06,246.8,28.69
H001463,C005774,2024-10-05,2024-10-10,5,27,3,Familiar,Lazer,Direto,Pequeno_Almoco,10,Media,Sim,Não,Não,Não,0,Não,0,Não,Sim,Não,0.0,0.0,0.0,4.0,4.0,4,3,Não,197.73,988.65,40.0,1028.65,0.0
H003041,C000401,2023-10-24,2023-10-26,2,20,3,Familiar,Business,Booking,Pequeno_Almoco,10,Media,Não,Não,Não,Não,0,Não,0,Não,Sim,Não,0.0,15.56,0.0,4.0,5.0,4,4,Não,159.59,319.18,31.56,350.74,0.0
H004482,C001422,2023-01-03,2023-01-04,1,45,4,Familiar,Business,Direto,Pequeno_Almoco,1,Baixa,Não,Não,Sim,Sim,1,Não,0,Sim,Sim,Sim,0.0,0.0,45.33,4.0,5.0,5,4,Não,181.14,181.14,103.33,284.47,30.38
H003274,C001504,2023-09-03,2023-09-05,2,83,2,Standard,Lazer,Direto,Pequeno_Almoco,9,Alta,Sim,Não,Não,Sim,1,Não,0,Sim,Sim,Sim,0.0,51.5,106.0,4.0,5.0,3,5,Não,120.25,240.5,223.5,464.0,0.0
H003239,C006287,2024-04-15,2024-04-18,3,22,2,Standard,Lazer,Booking,Meia_Pensao,4,Media,Não,Não,Não,Sim,1,Sim,4,Sim,Não,Não,10.42,0.0,61.94,4.0,5.0,5,4,Não,96.33,288.99,335.78,624.77,0.0
H003132,C006106,2024-02-27,2024-03-01,3,12,2,Superior,Business,Direto,Pequeno_Almoco,2,Baixa,Não,Não,Não,Não,0,Sim,1,Não,Sim,Sim,0.0,0.0,0.0,4.0,3.0,4,5,Não,118.33,354.99,102.8,457.79,0.0
H002579,C001655,2024-04-08,2024-04-11,3,36,2,Superior,Business,Booking,Pequeno_Almoco,4,Media,Não,Não,Não,Não,0,Sim,1,Não,Não,Não,5.69,0.0,0.0,4.0,5.0,4,4,Não,133.96,401.88,25.97,427.85,0.0
H000050,C003871,2024-10-25,2024-10-31,6,52,4,Familiar,Lazer,Booking,Pequeno_Almoco,10,Media,Não,Não,Não,Não,0,Não,0,Não,Sim,Não,25.91,42.05,0.0,4.0,5.0,4,4,Não,155.45,932.7,115.96,1048.66,0.0
H003704,C006116,2023-03-25,2023-03-28,3,21,3,Superior,Lazer,Booking,Meia_Pensao,3,Baixa,Sim,Não,Não,Não,0,Sim,2,Não,Não,Não,30.15,0.0,0.0,4.0,4.0,5,5,Não,145.12,435.36,285.92,721.28,75.04
H000859,C006394,2024-05-26,2024-05-29,3,9,3,Familiar,Lazer,Agencia,Pequeno_Almoco,5,Media,Sim,Não,Sim,Não,0,Sim,3,Sim,Não,Não,10.39,0.0,0.0,5.0,4.0,4,4,Não,214.02,642.06,73.45,715.51,0.0
H003226,C000740,2023-04-02,2023-04-05,3,21,3,Suite,Lazer,Agencia,Pequeno_Almoco,4,Media,Sim,Não,Não,Sim,2,Sim,2,Não,Sim,Sim,0.0,0.0,123.03,5.0,5.0,4,5,Não,267.59,802.77,249.26,1052.03,0.0
H001073,C006756,2023-07-11,2023-07-12,1,92,2,Suite,Lazer,Expedia,Pequeno_Almoco,7,Alta,Não,Não,Não,Sim,2,Não,0,Não,Não,Não,0.0,0.0,106.41,5.0,5.0,4,4,Não,259.65,259.65,106.41,366.06,0.0
H000720,C001428,2024-10-28,2024-10-31,3,33,2,Standard,Lazer,Expedia,Meia_Pensao,10,Media,Não,Não,Não,Não,0,Não,0,Sim,Sim,Não,20.73,0.0,0.0,5.0,5.0,4,3,Não,101.12,303.36,194.73,498.09,0.0
H003826,C006251,2024-12-02,2024-12-05,3,19,3,Familiar,Lazer,Direto,Pequeno_Almoco,12,Baixa,Não,Não,Não,Não,0,Não,0,Não,Sim,Não,27.87,0.0,0.0,5.0,4.0,4,5,Não,145.45,436.35,51.87,488.22,34.36
H002632,C007747,2023-03-21,2023-03-26,5,1,3,Suite,Business,Direto,Pequeno_Almoco,3,Baixa,Não,Não,Não,Sim,1,Não,0,Não,Sim,Sim,0.0,0.0,64.56,4.0,4.0,4,4,Não,198.53,992.65,154.56,1147.21,57.53
H005365,C001278,2024-02-16,2024-02-25,9,12,2,Standard,Business,Booking,Pequeno_Almoco,2,Baixa,Não,Não,Não,Não,0,Não,0,Sim,Sim,Sim,33.64,0.0,0.0,4.0,5.0,5,4,Não,84.83,763.47,155.64,919.11,0.0
H001661,C003252,2023-11-07,2023-11-11,4,46,2,Standard,Lazer,Expedia,Pequeno_Almoco,11,Baixa,Não,Não,Não,Sim,1,Não,0,Não,Sim,Não,20.75,29.69,132.67,5.0,5.0,5,4,Não,74.7,298.8,215.11,513.91,0.0
H001657,C005843,2023-11-09,2023-11-13,4,20,2,Standard,Business,Booking,Pequeno_Almoco,11,Baixa,Não,Não,Não,Não,0,Não,0,Não,Não,Sim,0.0,0.0,0.0,4.0,4.0,4,3,Não,83.78,335.12,50.0,385.12,46.29
H002426,C004788,2024-11-27,2024-11-29,2,20,2,Suite,Business,Booking,Pequeno_Almoco,11,Baixa,Não,Não,Não,Não,0,Não,0,Não,Sim,Não,18.08,0.0,0.0,2.0,5.0,5,5,Não,195.3,390.6,34.08,424.68,0.0
H004185,C001741,2023-09-29,2023-09-30,1,60,4,Standard,Lazer,Booking,Pequeno_Almoco,9,Alta,Não,Não,Não,Sim,1,Não,0,Não,Não,Não,0.0,0.0,42.17,3.0,5.0,5,4,Não,107.96,107.96,42.17,150.13,0.0
