cliente_id,idade,genero,nacionalidade,distrito_residencia,cliente_desde,tipo_cliente,cliente_habitual,ano_primeira_interacao,mes_primeira_interacao,dia_primeira_interacao,cliente_habitual_bool,anos_desde_primeira_interacao,faixa_etaria
C007651,59,M,PT,Coimbra,2024-04-26,Hotel,Não,2024,4,26,False,1.5,55-64
C003608,59,F,Outro,Estrangeiro,2024-02-28,Ambos,Não,2024,2,28,False,1.6,55-64
C007145,46,M,PT,Porto,2023-01-21,Ambos,Sim,2023,1,21,True,2.7,45-54
C000235,76,F,ES,Estrangeiro,2023-02-22,Restaurante,Não,2023,2,22,False,2.7,65+
C007823,34,F,PT,Aveiro,2023-01-09,Restaurante,Sim,2023,1,9,True,2.8,25-34
C003797,39,F,ES,Estrangeiro,2023-02-28,Restaurante,Não,2023,2,28,False,2.6,35-44
C004119,34,M,UK,Estrangeiro,2023-12-18,Ambos,Sim,2023,12,18,True,1.8,25-34
C003801,19,F,PT,Aveiro,2023-05-17,Restaurante,Não,2023,5,17,False,2.4,18-24
C004956,19,M,FR,Estrangeiro,2024-06-10,Restaurante,Não,2024,6,10,False,1.4,18-24
C005898,59,M,PT,Lisboa,2024-08-10,Restaurante,Não,2024,8,10,False,1.2,55-64
C001949,60,F,PT,Viseu,2024-06-02,Restaurante,Não,2024,6,2,False,1.4,55-64
C007111,26,F,PT,Braga,2024-11-11,Restaurante,Não,2024,11,11,False,0.9,25-34
C004960,50,M,ES,Estrangeiro,2024-11-17,Restaurante,Não,2024,11,17,False,0.9,45-54
C003493,49,M,PT,Porto,2023-04-24,Restaurante,Sim,2023,4,24,True,2.5,45-54
C002672,51,M,PT,Porto,2023-09-27,Restaurante,Sim,2023,9,27,True,2.1,45-54
C007359,22,M,Outro,Estrangeiro,2024-05-25,Restaurante,Não,2024,5,25,False,1.4,18-24
C002225,31,M,PT,Faro,2023-07-04,Restaurante,Não,2023,7,4,False,2.3,25-34
C001107,51,M,FR,Estrangeiro,2024-04-06,Restaurante,Não,2024,4,6,False,1.5,45-54
C007026,48,M,DE,Estrangeiro,2023-04-21,Restaurante,Não,2023,4,21,False,2.5,45-54
C000819,43,F,PT,Porto,2023-09-03,Restaurante,Não,2023,9,3,False,2.1,35-44
C006238,42,M,PT,Outro,2023-09-30,Restaurante,Não,2023,9,30,False,2.1,35-44
C006170,49,M,PT,Viseu,2024-05-30,Restaurante,Não,2024,5,30,False,1.4,45-54
C007103,43,F,PT,Porto,2023-02-09,Ambos,Sim,2023,2,9,True,2.7,35-44
C000889,51,F,PT,Lisboa,2024-03-12,Hotel,Não,2024,3,12,False,1.6,45-54
C002438,55,F,ES,Estrangeiro,2024-01-13,Restaurante,Sim,2024,1,13,True,1.8,55-64
C000818,56,F,PT,Braga,2023-07-13,Ambos,Sim,2023,7,13,True,2.3,55-64
C003415,33,M,PT,Aveiro,2023-12-21,Ambos,Sim,2023,12,21,True,1.8,25-34
C002342,48,M,PT,Faro,2023-07-14,Restaurante,Não,2023,7,14,False,2.3,45-54
C006577,32,M,PT,Lisboa,2024-09-14,Restaurante,Não,2024,9,14,False,1.1,25-34
C003168,44,F,PT,Braga,2024-10-30,Ambos,Sim,2024,10,30,True,1.0,35-44
C005917,54,M,ES,Estrangeiro,2024-03-07,Restaurante,Não,2024,3,7,False,1.6,45-54
C005271,62,M,ES,Estrangeiro,2023-01-10,Hotel,Não,2023,1,10,False,2.8,55-64
C001265,44,F,PT,Braga,2024-05-10,Hotel,Não,2024,5,10,False,1.4,35-44
C007382,48,F,ES,Estrangeiro,2023-12-24,Hotel,Não,2023,12,24,False,1.8,45-54
C007125,63,F,Outro,Estrangeiro,2024-07-26,Hotel,Não,2024,7,26,False,1.2,55-64
C005640,45,M,PT,Braga,2024-04-07,Restaurante,Não,2024,4,7,False,1.5,45-54
C001229,57,M,ES,Estrangeiro,2023-05-23,Ambos,Sim,2023,5,23,True,2.4,55-64
C004788,31,F,ES,Estrangeiro,2024-11-29,Ambos,Sim,2024,11,29,True,0.9,25-34
C000053,31,F,PT,Lisboa,2024-02-21,Restaurante,Não,2024,2,21,False,1.7,25-34
C004818,28,F,PT,Coimbra,2023-07-27,Restaurante,Não,2023,7,27,False,2.2,25-34
C005655,27,M,ES,Estrangeiro,2023-07-06,Restaurante,Não,2023,7,6,False,2.3,25-34
C000160,52,F,PT,Porto,2024-10-29,Restaurante,Sim,2024,10,29,True,1.0,45-54
C004957,38,M,PT,Porto,2024-02-27,Hotel,Sim,2024,2,27,True,1.6,35-44
C001588,36,F,Outro,Estrangeiro,2024-10-03,Ambos,Sim,2024,10,3,True,1.0,35-44
C001590,43,M,ES,Estrangeiro,2023-11-12,Restaurante,Não,2023,11,12,False,1.9,35-44
C004752,37,F,PT,Faro,2023-05-02,Hotel,Não,2023,5,2,False,2.5,35-44
C007542,41,M,PT,Braga,2024-06-17,Restaurante,Não,2024,6,17,False,1.3,35-44
C005049,59,M,PT,Aveiro,2024-09-06,Restaurante,Não,2024,9,6,False,1.1,55-64
C003859,30,M,Outro,Estrangeiro,2023-08-22,Ambos,Sim,2023,8,22,True,2.2,25-34
C004410,56,F,Outro,Estrangeiro,2023-04-27,Hotel,Não,2023,4,27,False,2.5,55-64
C002829,57,M,FR,Estrangeiro,2023-09-08,Ambos,Sim,2023,9,8,True,2.1,55-64
C000437,68,M,FR,Estrangeiro,2023-10-26,Hotel,Não,2023,10,26,False,2.0,65+
C005350,42,F,FR,Estrangeiro,2024-04-26,Restaurante,Não,2024,4,26,False,1.5,35-44
C003879,18,M,FR,Estrangeiro,2023-11-22,Restaurante,Não,2023,11,22,False,1.9,18-24
C001589,28,M,ES,Estrangeiro,2024-02-03,Restaurante,Sim,2024,2,3,True,1.7,25-34
C002781,55,M,FR,Estrangeiro,2024-12-16,Restaurante,Não,2024,12,16,False,0.8,55-64
C006510,64,M,PT,Faro,2023-09-15,Restaurante,Não,2023,9,15,False,2.1,55-64
C005905,27,F,PT,Aveiro,2024-06-05,Ambos,Não,2024,6,5,False,1.4,25-34
C005891,38,M,FR,Estrangeiro,2024-04-20,Ambos,Sim,2024,4,20,True,1.5,35-44
C000974,31,F,PT,Porto,2023-05-28,Restaurante,Não,2023,5,28,False,2.4,25-34
C001239,51,M,UK,Estrangeiro,2024-11-08,Restaurante,Não,2024,11,8,False,0.9,45-54
C002952,54,F,ES,Estrangeiro,2024-02-07,Restaurante,Sim,2024,2,7,True,1.7,45-54
C002343,49,M,ES,Estrangeiro,2024-12-12,Restaurante,Sim,2024,12,12,True,0.8,45-54
C007029,23,F,FR,Estrangeiro,2023-02-04,Restaurante,Não,2023,2,4,False,2.7,18-24
C006840,37,M,PT,Aveiro,2023-01-14,Restaurante,Sim,2023,1,14,True,2.8,35-44
C001498,61,F,PT,Lisboa,2024-02-07,Restaurante,Não,2024,2,7,False,1.7,55-64
C004258,64,M,UK,Estrangeiro,2024-01-26,Restaurante,Não,2024,1,26,False,1.7,55-64
C002423,38,M,UK,Estrangeiro,2024-06-29,Restaurante,Não,2024,6,29,False,1.3,35-44
C007105,52,F,UK,Estrangeiro,2023-04-15,Restaurante,Não,2023,4,15,False,2.5,45-54
C006782,42,F,PT,Lisboa,2023-02-11,Hotel,Não,2023,2,11,False,2.7,35-44
C006897,30,M,ES,Estrangeiro,2023-07-13,Restaurante,Não,2023,7,13,False,2.3,25-34
C002093,51,M,FR,Estrangeiro,2024-01-13,Ambos,Sim,2024,1,13,True,1.8,45-54
C002016,38,F,PT,Faro,2023-08-30,Restaurante,Não,2023,8,30,False,2.1,35-44
C006624,41,M,ES,Estrangeiro,2024-06-30,Restaurante,Não,2024,6,30,False,1.3,35-44
C005840,32,M,PT,Braga,2024-09-07,Restaurante,Não,2024,9,7,False,1.1,25-34
C000188,40,M,PT,Porto,2024-11-10,Restaurante,Sim,2024,11,10,True,0.9,35-44
C004524,75,M,FR,Estrangeiro,2023-07-20,Restaurante,Sim,2023,7,20,True,2.2,65+
C003656,47,M,PT,Faro,2023-03-08,Restaurante,Não,2023,3,8,False,2.6,45-54
C003427,46,F,ES,Estrangeiro,2024-06-30,Hotel,Não,2024,6,30,False,1.3,45-54
C005264,48,M,ES,Estrangeiro,2023-07-01,Restaurante,Não,2023,7,1,False,2.3,45-54
C001382,34,M,PT,Lisboa,2024-07-10,Restaurante,Sim,2024,7,10,True,1.3,25-34
C004902,25,F,PT,Porto,2023-06-16,Restaurante,Não,2023,6,16,False,2.3,25-34
C000414,62,M,ES,Estrangeiro,2023-11-13,Restaurante,Não,2023,11,13,False,1.9,55-64
C003337,20,F,Outro,Estrangeiro,2024-09-22,Hotel,Não,2024,9,22,False,1.1,18-24
C003607,29,F,PT,Porto,2023-03-17,Restaurante,Não,2023,3,17,False,2.6,25-34
C007500,39,M,ES,Estrangeiro,2024-11-01,Restaurante,Não,2024,11,1,False,1.0,35-44
C005836,35,F,PT,Porto,2024-09-09,Restaurante,Não,2024,9,9,False,1.1,35-44
C005119,18,M,PT,Lisboa,2024-10-12,Restaurante,Não,2024,10,12,False,1.0,18-24
C000257,62,M,FR,Estrangeiro,2024-02-24,Restaurante,Não,2024,2,24,False,1.6,55-64
C004653,42,F,FR,Estrangeiro,2023-02-11,Hotel,Sim,2023,2,11,True,2.7,35-44
C007845,67,F,PT,Porto,2023-12-07,Hotel,Não,2023,12,7,False,1.9,65+
C002236,53,F,PT,Coimbra,2023-05-04,Hotel,Não,2023,5,4,False,2.5,45-54
C001768,39,F,UK,Estrangeiro,2024-07-06,Ambos,Sim,2024,7,6,True,1.3,35-44
C004237,64,M,PT,Braga,2023-06-27,Hotel,Não,2023,6,27,False,2.3,55-64
C007275,64,M,PT,Coimbra,2024-06-27,Restaurante,Não,2024,6,27,False,1.3,55-64
C001573,46,M,FR,Estrangeiro,2024-02-29,Restaurante,Sim,2024,2,29,True,1.6,45-54
C000025,33,F,FR,Estrangeiro,2024-03-14,Restaurante,Não,2024,3,14,False,1.6,25-34
C006331,63,M,PT,Faro,2024-10-14,Restaurante,Não,2024,10,14,False,1.0,55-64
C001089,37,M,ES,Estrangeiro,2024-01-23,Restaurante,Não,2024,1,23,False,1.7,35-44
C002695,47,F,PT,Lisboa,2023-07-26,Restaurante,Não,2023,7,26,False,2.2,45-54
C004980,18,F,PT,Porto,2023-12-05,Restaurante,Sim,2023,12,5,True,1.9,18-24
C003399,78,M,PT,Lisboa,2023-11-27,Hotel,Sim,2023,11,27,True,1.9,65+
C003560,21,F,ES,Estrangeiro,2023-09-11,Hotel,Não,2023,9,11,False,2.1,18-24
C006766,48,M,PT,Braga,2023-01-13,Ambos,Não,2023,1,13,False,2.8,45-54
C002842,18,F,Outro,Estrangeiro,2023-08-07,Restaurante,Sim,2023,8,7,True,2.2,18-24
C002312,70,M,PT,Porto,2024-12-31,Hotel,Não,2024,12,31,False,0.8,65+
C006139,42,M,PT,Porto,2023-05-03,Restaurante,Não,2023,5,3,False,2.5,35-44
C007600,46,M,PT,Porto,2023-03-22,Restaurante,Não,2023,3,22,False,2.6,45-54
C004153,43,M,DE,Estrangeiro,2024-03-31,Restaurante,Sim,2024,3,31,True,1.5,35-44
C001310,49,F,PT,Outro,2024-06-07,Restaurante,Não,2024,6,7,False,1.4,45-54
C000696,37,F,PT,Porto,2023-05-16,Restaurante,Não,2023,5,16,False,2.4,35-44
C004396,20,F,FR,Estrangeiro,2024-11-10,Ambos,Sim,2024,11,10,True,0.9,18-24
C003753,62,M,ES,Estrangeiro,2023-01-25,Hotel,Não,2023,1,25,False,2.7,55-64
C001228,39,F,PT,Lisboa,2024-09-10,Restaurante,Não,2024,9,10,False,1.1,35-44
C002000,30,M,FR,Estrangeiro,2023-11-17,Restaurante,Não,2023,11,17,False,1.9,25-34
C000277,45,F,PT,Lisboa,2024-01-03,Ambos,Sim,2024,1,3,True,1.8,45-54
C004462,71,M,PT,Porto,2023-09-17,Hotel,Não,2023,9,17,False,2.1,65+
C006562,63,F,ES,Estrangeiro,2023-03-22,Restaurante,Não,2023,3,22,False,2.6,55-64
C006347,35,F,ES,Estrangeiro,2023-01-20,Restaurante,Não,2023,1,20,False,2.7,35-44
C007306,18,M,UK,Estrangeiro,2023-07-27,Restaurante,Não,2023,7,27,False,2.2,18-24
C005423,56,M,PT,Braga,2023-10-05,Restaurante,Não,2023,10,5,False,2.0,55-64
C007538,18,F,PT,Lisboa,2023-10-27,Hotel,Não,2023,10,27,False,2.0,18-24
C007966,34,F,PT,Lisboa,2023-10-23,Restaurante,Sim,2023,10,23,True,2.0,25-34
C004632,33,F,ES,Estrangeiro,2023-12-18,Restaurante,Não,2023,12,18,False,1.8,25-34
C001138,22,F,Outro,Estrangeiro,2023-02-25,Restaurante,Não,2023,2,25,False,2.6,18-24
C002768,49,M,FR,Estrangeiro,2023-08-29,Restaurante,Sim,2023,8,29,True,2.1,45-54
C005372,23,F,PT,Faro,2024-12-13,Restaurante,Não,2024,12,13,False,0.8,18-24
C005058,42,F,ES,Estrangeiro,2023-07-17,Ambos,Sim,2023,7,17,True,2.3,35-44
C000943,52,F,FR,Estrangeiro,2024-07-07,Ambos,Não,2024,7,7,False,1.3,45-54
C006453,24,M,PT,Braga,2024-08-16,Restaurante,Não,2024,8,16,False,1.2,18-24
C003936,48,F,DE,Estrangeiro,2024-08-21,Restaurante,Não,2024,8,21,False,1.2,45-54
C002385,42,M,PT,Outro,2024-10-16,Restaurante,Não,2024,10,16,False,1.0,35-44
C000116,46,M,FR,Estrangeiro,2023-11-04,Hotel,Não,2023,11,4,False,2.0,45-54
C007496,33,F,UK,Estrangeiro,2024-01-19,Hotel,Não,2024,1,19,False,1.7,25-34
C007959,43,M,UK,Estrangeiro,2024-01-09,Ambos,Não,2024,1,9,False,1.8,35-44
C003120,68,M,PT,Porto,2024-03-02,Restaurante,Sim,2024,3,2,True,1.6,65+
C004259,40,F,PT,Porto,2024-12-25,Hotel,Sim,2024,12,25,True,0.8,35-44
C004419,36,F,PT,Viseu,2024-03-18,Hotel,Não,2024,3,18,False,1.6,35-44
C006299,36,F,PT,Braga,2024-06-04,Hotel,Sim,2024,6,4,True,1.4,35-44
C002820,18,F,PT,Porto,2024-04-16,Restaurante,Não,2024,4,16,False,1.5,18-24
C003823,41,M,ES,Estrangeiro,2024-05-25,Hotel,Não,2024,5,25,False,1.4,35-44
C006667,21,M,ES,Estrangeiro,2024-03-18,Restaurante,Sim,2024,3,18,True,1.6,18-24
C006420,38,F,Outro,Estrangeiro,2023-01-25,Restaurante,Não,2023,1,25,False,2.7,35-44
C003803,22,F,PT,Braga,2024-06-04,Hotel,Não,2024,6,4,False,1.4,18-24
C003537,52,M,ES,Estrangeiro,2023-01-27,Restaurante,Não,2023,1,27,False,2.7,45-54
C003826,60,F,ES,Estrangeiro,2024-03-27,Restaurante,Não,2024,3,27,False,1.6,55-64
C006033,50,F,PT,Lisboa,2024-08-18,Restaurante,Sim,2024,8,18,True,1.2,45-54
C001947,48,F,FR,Estrangeiro,2024-08-05,Hotel,Não,2024,8,5,False,1.2,45-54
C006922,31,F,PT,Porto,2023-12-09,Hotel,Não,2023,12,9,False,1.9,25-34
C003489,27,F,ES,Estrangeiro,2024-03-01,Restaurante,Não,2024,3,1,False,1.6,25-34
C001611,37,F,PT,Porto,2024-11-22,Hotel,Não,2024,11,22,False,0.9,35-44
C006220,63,F,PT,Aveiro,2024-05-27,Restaurante,Não,2024,5,27,False,1.4,55-64
C002195,45,F,ES,Estrangeiro,2024-06-15,Restaurante,Não,2024,6,15,False,1.3,45-54
C005386,42,M,PT,Coimbra,2023-09-27,Ambos,Não,2023,9,27,False,2.1,35-44
C000558,35,F,DE,Estrangeiro,2024-11-02,Ambos,Sim,2024,11,2,True,1.0,35-44
C006743,18,M,PT,Lisboa,2023-11-23,Hotel,Sim,2023,11,23,True,1.9,18-24
C001208,31,M,UK,Estrangeiro,2024-08-15,Hotel,Não,2024,8,15,False,1.2,25-34
C004635,31,M,PT,Lisboa,2023-12-10,Ambos,Sim,2023,12,10,True,1.9,25-34
C004809,64,F,DE,Estrangeiro,2024-07-26,Restaurante,Não,2024,7,26,False,1.2,55-64
C001511,23,M,PT,Outro,2024-09-23,Restaurante,Não,2024,9,23,False,1.1,18-24
C003830,49,F,PT,Aveiro,2024-08-27,Hotel,Não,2024,8,27,False,1.1,45-54
C003733,18,M,UK,Estrangeiro,2024-12-09,Ambos,Sim,2024,12,9,True,0.9,18-24
C005225,80,M,FR,Estrangeiro,2023-01-19,Ambos,Sim,2023,1,19,True,2.7,65+
C003212,23,M,UK,Estrangeiro,2023-01-25,Restaurante,Não,2023,1,25,False,2.7,18-24
C003631,51,F,PT,Braga,2023-12-14,Hotel,Não,2023,12,14,False,1.8,45-54
C005470,43,F,PT,Aveiro,2024-09-07,Hotel,Não,2024,9,7,False,1.1,35-44
C005473,36,M,FR,Estrangeiro,2024-09-22,Hotel,Não,2024,9,22,False,1.1,35-44
C000267,68,M,PT,Porto,2024-01-03,Restaurante,Não,2024,1,3,False,1.8,65+
C001141,37,F,FR,Estrangeiro,2024-07-13,Hotel,Não,2024,7,13,False,1.3,35-44
C003163,34,F,PT,Aveiro,2024-06-15,Ambos,Sim,2024,6,15,True,1.3,25-34
C007563,57,M,PT,Lisboa,2024-12-24,Restaurante,Não,2024,12,24,False,0.8,55-64
C007353,33,F,Outro,Estrangeiro,2024-02-01,Restaurante,Não,2024,2,1,False,1.7,25-34
C001910,44,M,Outro,Estrangeiro,2023-04-12,Ambos,Sim,2023,4,12,True,2.5,35-44
C006609,29,M,PT,Coimbra,2024-04-04,Restaurante,Não,2024,4,4,False,1.5,25-34
C006831,49,M,UK,Estrangeiro,2023-02-18,Restaurante,Não,2023,2,18,False,2.7,45-54
C000657,42,M,UK,Estrangeiro,2023-08-25,Ambos,Sim,2023,8,25,True,2.1,35-44
C005672,42,F,PT,Porto,2024-04-08,Restaurante,Sim,2024,4,8,True,1.5,35-44
C005144,35,F,PT,Porto,2023-09-18,Restaurante,Sim,2023,9,18,True,2.1,35-44
C000999,32,F,PT,Lisboa,2023-12-24,Restaurante,Sim,2023,12,24,True,1.8,25-34
C004881,57,F,PT,Aveiro,2024-04-19,Hotel,Não,2024,4,19,False,1.5,55-64
C002835,38,F,PT,Lisboa,2023-11-21,Hotel,Não,2023,11,21,False,1.9,35-44
C006806,39,M,Outro,Estrangeiro,2023-06-25,Restaurante,Não,2023,6,25,False,2.3,35-44
C001238,33,F,ES,Estrangeiro,2024-07-31,Restaurante,Não,2024,7,31,False,1.2,25-34
C006670,53,F,PT,Porto,2024-07-28,Restaurante,Não,2024,7,28,False,1.2,45-54
C005202,33,F,PT,Coimbra,2024-03-15,Restaurante,Não,2024,3,15,False,1.6,25-34
C006119,50,F,PT,Aveiro,2023-03-26,Restaurante,Não,2023,3,26,False,2.6,45-54
C002187,19,F,PT,Aveiro,2024-04-09,Restaurante,Não,2024,4,9,False,1.5,18-24
C001135,38,F,PT,Coimbra,2024-12-13,Restaurante,Não,2024,12,13,False,0.8,35-44
C001304,29,M,UK,Estrangeiro,2023-07-31,Restaurante,Não,2023,7,31,False,2.2,25-34
C001628,62,F,ES,Estrangeiro,2024-02-15,Restaurante,Não,2024,2,15,False,1.7,55-64
C005165,54,M,Outro,Estrangeiro,2024-06-13,Restaurante,Não,2024,6,13,False,1.3,45-54
C001523,38,F,FR,Estrangeiro,2024-04-13,Restaurante,Não,2024,4,13,False,1.5,35-44
C000359,47,M,PT,Outro,2023-02-26,Restaurante,Não,2023,2,26,False,2.6,45-54
C000139,55,F,FR,Estrangeiro,2024-06-17,Restaurante,Não,2024,6,17,False,1.3,55-64
C000300,52,F,ES,Estrangeiro,2023-04-30,Restaurante,Não,2023,4,30,False,2.5,45-54
C001557,56,F,ES,Estrangeiro,2024-12-09,Restaurante,Sim,2024,12,9,True,0.9,55-64
C000383,18,F,FR,Estrangeiro,2024-08-28,Restaurante,Não,2024,8,28,False,1.1,18-24
C005541,69,F,PT,Porto,2023-05-24,Hotel,Não,2023,5,24,False,2.4,65+
C004583,41,M,PT,Aveiro,2024-06-25,Ambos,Sim,2024,6,25,True,1.3,35-44
C006634,29,F,UK,Estrangeiro,2023-10-17,Ambos,Sim,2023,10,17,True,2.0,25-34
C005819,22,M,DE,Estrangeiro,2023-03-11,Hotel,Não,2023,3,11,False,2.6,18-24
C004697,50,F,UK,Estrangeiro,2023-10-01,Ambos,Sim,2023,10,1,True,2.0,45-54
C006477,58,F,PT,Lisboa,2024-05-11,Ambos,Sim,2024,5,11,True,1.4,55-64
C005523,54,M,PT,Viseu,2024-05-23,Ambos,Sim,2024,5,23,True,1.4,45-54
C006878,30,F,PT,Aveiro,2023-12-20,Restaurante,Sim,2023,12,20,True,1.8,25-34
C002722,33,M,FR,Estrangeiro,2024-12-05,Ambos,Não,2024,12,5,False,0.9,25-34
C001933,34,M,ES,Estrangeiro,2023-05-18,Ambos,Sim,2023,5,18,True,2.4,25-34
C005141,32,M,UK,Estrangeiro,2024-12-17,Restaurante,Não,2024,12,17,False,0.8,25-34
C007196,46,F,FR,Estrangeiro,2023-12-15,Restaurante,Sim,2023,12,15,True,1.8,45-54
C007239,27,M,ES,Estrangeiro,2024-08-21,Restaurante,Sim,2024,8,21,True,1.2,25-34
C004164,18,M,PT,Porto,2024-09-11,Restaurante,Não,2024,9,11,False,1.1,18-24
C006916,21,F,PT,Aveiro,2024-01-24,Restaurante,Não,2024,1,24,False,1.7,18-24
C003808,18,M,ES,Estrangeiro,2023-06-15,Hotel,Não,2023,6,15,False,2.3,18-24
C006842,32,M,PT,Lisboa,2024-10-09,Restaurante,Não,2024,10,9,False,1.0,25-34
C005706,18,F,FR,Estrangeiro,2023-02-16,Restaurante,Sim,2023,2,16,True,2.7,18-24
C004155,57,F,FR,Estrangeiro,2024-02-02,Restaurante,Não,2024,2,2,False,1.7,55-64
C004173,34,F,ES,Estrangeiro,2024-05-04,Restaurante,Não,2024,5,4,False,1.5,25-34
C000797,41,M,UK,Estrangeiro,2023-10-08,Restaurante,Não,2023,10,8,False,2.0,35-44
C002417,50,F,PT,Lisboa,2023-09-06,Restaurante,Não,2023,9,6,False,2.1,45-54
C000786,59,M,UK,Estrangeiro,2023-04-06,Restaurante,Sim,2023,4,6,True,2.5,55-64
C003159,63,M,FR,Estrangeiro,2023-12-16,Restaurante,Não,2023,12,16,False,1.8,55-64
C000124,19,F,FR,Estrangeiro,2023-06-23,Restaurante,Não,2023,6,23,False,2.3,18-24
C002173,36,F,FR,Estrangeiro,2023-11-18,Restaurante,Não,2023,11,18,False,1.9,35-44
C005786,51,M,DE,Estrangeiro,2024-04-02,Restaurante,Sim,2024,4,2,True,1.5,45-54
C005737,51,M,PT,Lisboa,2024-06-04,Restaurante,Sim,2024,6,4,True,1.4,45-54
C004341,57,M,DE,Estrangeiro,2024-12-15,Restaurante,Sim,2024,12,15,True,0.8,55-64
C000911,37,F,PT,Porto,2024-09-08,Restaurante,Não,2024,9,8,False,1.1,35-44
C002310,56,M,PT,Faro,2023-01-27,Restaurante,Não,2023,1,27,False,2.7,55-64
C007491,37,M,FR,Estrangeiro,2024-12-16,Restaurante,Não,2024,12,16,False,0.8,35-44
C003635,48,M,PT,Lisboa,2023-09-23,Restaurante,Não,2023,9,23,False,2.1,45-54
C001258,48,F,PT,Aveiro,2023-01-08,Restaurante,Não,2023,1,8,False,2.8,45-54
C001179,26,M,PT,Faro,2024-01-26,Restaurante,Não,2024,1,26,False,1.7,25-34
C003651,48,M,PT,Porto,2024-05-15,Hotel,Não,2024,5,15,False,1.4,45-54
C000443,18,M,PT,Porto,2023-09-04,Restaurante,Não,2023,9,4,False,2.1,18-24
C006144,52,F,PT,Aveiro,2023-04-24,Restaurante,Não,2023,4,24,False,2.5,45-54
C001400,31,M,PT,Lisboa,2023-05-18,Restaurante,Não,2023,5,18,False,2.4,25-34
C001458,48,M,ES,Estrangeiro,2024-10-09,Ambos,Sim,2024,10,9,True,1.0,45-54
C004940,19,M,PT,Lisboa,2023-02-25,Hotel,Não,2023,2,25,False,2.6,18-24
C001055,33,M,ES,Estrangeiro,2023-09-27,Restaurante,Não,2023,9,27,False,2.1,25-34
C003276,63,M,FR,Estrangeiro,2023-04-23,Hotel,Não,2023,4,23,False,2.5,55-64
C006146,38,M,UK,Estrangeiro,2024-11-24,Restaurante,Não,2024,11,24,False,0.9,35-44
C003700,38,M,Outro,Estrangeiro,2023-05-10,Restaurante,Não,2023,5,10,False,2.4,35-44
C003760,41,M,ES,Estrangeiro,2024-07-14,Restaurante,Não,2024,7,14,False,1.3,35-44
C000930,40,F,PT,Porto,2023-09-13,Hotel,Não,2023,9,13,False,2.1,35-44
C005673,31,F,PT,Coimbra,2023-06-13,Restaurante,Sim,2023,6,13,True,2.3,25-34
C001830,42,F,PT,Braga,2024-06-26,Restaurante,Não,2024,6,26,False,1.3,35-44
C006787,57,M,PT,Lisboa,2023-05-13,Hotel,Não,2023,5,13,False,2.4,55-64
C004222,55,F,ES,Estrangeiro,2024-05-02,Restaurante,Sim,2024,5,2,True,1.5,55-64
C007338,18,F,PT,Braga,2023-01-14,Restaurante,Sim,2023,1,14,True,2.8,18-24
C006447,29,F,ES,Estrangeiro,2023-09-09,Restaurante,Não,2023,9,9,False,2.1,25-34
C007086,18,M,PT,Braga,2023-03-26,Ambos,Não,2023,3,26,False,2.6,18-24
C002012,29,M,PT,Lisboa,2024-10-16,Ambos,Sim,2024,10,16,True,1.0,25-34
C006075,69,F,DE,Estrangeiro,2024-01-19,Restaurante,Não,2024,1,19,False,1.7,65+
C005564,53,F,ES,Estrangeiro,2024-02-10,Restaurante,Não,2024,2,10,False,1.7,45-54
C007672,18,F,PT,Porto,2024-07-20,Restaurante,Não,2024,7,20,False,1.2,18-24
C002607,32,F,PT,Faro,2024-11-23,Restaurante,Não,2024,11,23,False,0.9,25-34
C003265,52,M,ES,Estrangeiro,2023-04-29,Restaurante,Não,2023,4,29,False,2.5,45-54
C006057,43,M,PT,Viseu,2023-05-25,Restaurante,Sim,2023,5,25,True,2.4,35-44
C007372,42,M,PT,Lisboa,2023-04-27,Ambos,Não,2023,4,27,False,2.5,35-44
C000007,67,M,FR,Estrangeiro,2023-12-15,Restaurante,Não,2023,12,15,False,1.8,65+
C002981,46,M,PT,Viseu,2023-04-23,Ambos,Não,2023,4,23,False,2.5,45-54
C003362,18,M,UK,Estrangeiro,2024-04-27,Hotel,Não,2024,4,27,False,1.5,18-24
C001944,36,F,PT,Porto,2024-11-06,Hotel,Não,2024,11,6,False,0.9,35-44
C007781,35,M,ES,Estrangeiro,2023-10-12,Hotel,Não,2023,10,12,False,2.0,35-44
C007365,58,F,DE,Estrangeiro,2023-07-27,Ambos,Sim,2023,7,27,True,2.2,55-64
C006771,41,F,ES,Estrangeiro,2023-11-02,Restaurante,Não,2023,11,2,False,2.0,35-44
C006153,29,F,FR,Estrangeiro,2024-04-21,Hotel,Não,2024,4,21,False,1.5,25-34
C006249,18,M,UK,Estrangeiro,2024-03-27,Hotel,Sim,2024,3,27,True,1.6,18-24
C007361,29,M,PT,Lisboa,2023-02-20,Hotel,Não,2023,2,20,False,2.7,25-34
C003135,42,M,UK,Estrangeiro,2023-03-20,Restaurante,Não,2023,3,20,False,2.6,35-44
C005097,56,F,PT,Porto,2023-04-22,Restaurante,Não,2023,4,22,False,2.5,55-64
C002243,73,M,PT,Braga,2023-05-09,Ambos,Sim,2023,5,9,True,2.4,65+
C001475,29,M,PT,Faro,2023-08-28,Hotel,Não,2023,8,28,False,2.1,25-34
C005947,32,F,PT,Lisboa,2023-01-15,Restaurante,Não,2023,1,15,False,2.8,25-34
C001890,41,M,PT,Lisboa,2023-07-12,Restaurante,Não,2023,7,12,False,2.3,35-44
