reserva_id,cliente_id,data,hora,num_pessoas_mesa,dia_semana,mes,epoca,fim_semana,feriado,evento_cidade,temperatura_exterior,chuva,tinha_reserva,tempo_espera_minutos,tipo_servico,prato_principal,pediu_entrada,pediu_sobremesa,pediu_vinho,pediu_cafe,num_pratos_partilha,tempo_permanencia_minutos,rating,voltou_visitar,gasto_comida,gasto_bebidas,gasto_total
R013109,,2023-05-27,21:15,2,Saturday,5,Media,Sim,Não,Não,15.6,Não,Não,24,Menu_Dia,Carne,Não,Sim,Não,Não,2,48.0,3.0,Não,70.42,7.07,77.49
R025818,,2024-06-01,14:00,2,Saturday,6,Alta,Sim,Não,Não,19.0,Não,Não,14,Menu_Dia,Carne,Não,Não,Não,Sim,0,55.0,,Não,33.62,9.57,43.18
R004514,C005304,2024-07-08,21:30,2,Monday,7,Alta,Não,Não,Não,18.5,Não,Sim,3,Menu_Dia,Carne,Sim,Não,Sim,Sim,1,,3.0,Não,62.59,20.17,82.76
R019909,,2024-05-09,20:30,2,Thursday,5,Media,Não,Não,Não,18.2,Sim,Sim,7,Menu_Degustacao,Vegetariano,Sim,Sim,Sim,Não,1,147.0,4.0,Não,158.58,16.99,175.58
R010824,,2024-01-22,14:15,3,Monday,1,Baixa,Não,Não,Não,10.9,Não,Não,6,A_La_Carte,Carne,Sim,Sim,Não,Sim,0,93.0,4.0,Não,106.78,13.35,120.13
R000108,C005277,2023-07-10,19:45,1,Monday,7,Alta,Não,Não,Não,24.2,Não,Não,19,A_La_Carte,Peixe,Sim,Sim,Sim,Sim,0,77.0,5.0,Sim,47.28,9.72,57.0
R003718,C002739,2023-12-12,19:45,2,Tuesday,12,Baixa,Não,Não,Não,11.0,Sim,Sim,7,A_La_Carte,Carne,Não,Sim,Não,Sim,0,100.0,5.0,Sim,74.65,7.57,82.22
R006703,C007209,2023-03-25,19:15,2,Saturday,3,Baixa,Sim,Não,Não,15.2,Não,Não,13,A_La_Carte,Peixe,Sim,Sim,Sim,Não,0,73.0,,Sim,85.59,16.43,102.02
R012656,,2023-05-21,22:15,5,Sunday,5,Media,Sim,Não,Não,14.4,Não,Sim,6,Menu_Dia,Peixe,Não,Não,Não,Sim,3,55.0,3.0,Não,99.17,20.83,120.0
R013343,,2023-10-21,20:15,2,Saturday,10,Media,Sim,Não,Não,18.2,Sim,Não,12,A_La_Carte,Peixe,Sim,Sim,Não,Sim,0,57.0,5.0,Não,82.48,7.51,89.99
R000417,C005555,2024-02-03,21:30,2,Saturday,2,Baixa,Sim,Não,Não,5.8,Não,Sim,2,A_La_Carte,Carne,Não,Sim,Não,Não,0,68.0,4.0,Não,52.45,7.99,60.44
R006517,C006992,2023-06-07,13:00,3,Wednesday,6,Alta,Não,Não,Não,23.9,Não,Não,2,A_La_Carte,Vegetariano,Sim,Não,Não,Sim,0,71.0,4.0,Não,93.1,14.01,107.1
R004826,C004453,2023-07-31,19:00,2,Monday,7,Alta,Não,Não,Não,26.7,Não,Não,18,Menu_Dia,Peixe,Não,Não,Não,Sim,0,40.0,4.0,Sim,25.4,11.09,36.49
R000247,C005550,2023-04-14,22:45,3,Friday,4,Media,Não,Não,Não,14.2,Não,Não,7,Menu_Dia,Carne,Sim,Sim,Sim,Não,0,40.0,4.0,Não,85.57,56.19,141.76
R017012,,2024-09-04,22:30,2,Wednesday,9,Alta,Não,Não,Não,18.9,Não,Sim,3,A_La_Carte,Carne,Sim,Sim,Não,Sim,1,84.0,2.0,Não,92.54,8.05,100.59
R015345,,2024-05-17,22:00,2,Friday,5,Media,Não,Não,Não,21.5,Não,Não,8,A_La_Carte,Peixe,Sim,Sim,Não,Sim,0,72.0,5.0,Não,86.04,7.07,93.11
R015576,,2023-07-06,14:30,2,Thursday,7,Alta,Não,Não,Não,25.6,Não,Não,10,A_La_Carte,Carne,Não,Sim,Sim,Sim,0,107.0,4.0,Não,52.62,16.9,69.51
R024768,,2024-04-09,22:15,3,Tuesday,4,Media,Não,Não,Não,16.6,Sim,Não,14,Menu_Dia,Peixe,Sim,Não,Sim,Não,1,46.0,4.0,Sim,78.55,76.04,154.59
R016887,,2024-05-02,21:30,3,Thursday,5,Media,Não,Não,Não,13.6,Não,Não,32,Menu_Dia,Carne,Sim,Não,Sim,Não,0,43.0,3.0,Não,61.95,49.79,111.75
R014677,,2023-05-18,13:15,3,Thursday,5,Media,Não,Não,Não,15.4,Não,Não,41,Menu_Dia,Peixe,Não,Não,Sim,Não,0,48.0,2.0,Não,40.79,39.58,80.37
R014194,,2023-08-31,22:30,3,Thursday,8,Alta,Não,Não,Não,18.6,Não,Não,7,Menu_Dia,Outro,Não,Não,Sim,Sim,0,45.0,4.0,Sim,37.82,71.38,109.2
R008651,C000196,2024-02-26,21:45,2,Monday,2,Baixa,Não,Não,Não,13.5,Não,Sim,2,Menu_Dia,Vegetariano,Sim,Não,Sim,Não,2,61.0,3.0,Não,83.87,20.6,104.47
R013272,,2023-01-06,19:45,1,Friday,1,Baixa,Não,Não,Não,7.0,Não,Não,25,A_La_Carte,Peixe,Sim,Não,Não,Sim,0,70.0,3.0,Não,33.05,3.21,36.26
R008776,C004633,2024-03-03,13:00,2,Sunday,3,Baixa,Sim,Não,Não,13.3,Não,Sim,5,Menu_Degustacao,Peixe,Sim,Sim,Sim,Sim,0,143.0,5.0,Sim,156.57,23.17,179.74
R022879,,2023-11-14,19:15,2,Tuesday,11,Baixa,Não,Não,Não,11.0,Não,Não,18,A_La_Carte,Carne,Sim,Não,Sim,Não,1,82.0,2.0,Não,68.52,16.14,84.66
R004607,C005449,2023-01-12,20:30,1,Thursday,1,Baixa,Não,Não,Não,8.9,Não,Não,8,A_La_Carte,Peixe,Sim,Não,Sim,Sim,0,76.0,5.0,Não,30.74,10.83,41.57
R021705,,2023-11-26,12:00,1,Sunday,11,Baixa,Sim,Não,Não,12.1,Não,Não,9,Menu_Dia,Peixe,Não,Não,Não,Não,0,50.0,4.0,Não,14.95,2.51,17.46
R021095,,2023-11-23,21:00,2,Thursday,11,Baixa,Não,Não,Não,12.5,Sim,Não,35,Menu_Dia,Peixe,Não,Sim,Não,Não,0,50.0,3.0,Não,41.54,6.03,47.57
R001901,C007048,2024-08-28,20:00,2,Wednesday,8,Alta,Não,Não,Sim,22.1,Sim,Sim,1,A_La_Carte,Peixe,Não,Sim,Não,Não,1,64.0,4.0,Não,82.36,7.82,90.18
R007566,C005181,2023-05-15,21:00,2,Monday,5,Media,Não,Não,Não,17.3,Não,Sim,8,A_La_Carte,Peixe,Não,Sim,Sim,Não,0,64.0,5.0,Não,74.52,16.43,90.95
R013254,,2023-07-08,14:15,3,Saturday,7,Alta,Sim,Não,Sim,19.8,Não,Não,24,Menu_Dia,Carne,Não,Não,Não,Não,2,48.0,3.0,Não,84.88,10.16,95.04
R024807,,2024-05-01,20:00,3,Wednesday,5,Media,Não,Não,Sim,15.9,Sim,Não,9,Menu_Dia,Carne,Não,Não,Sim,Não,0,36.0,4.0,Não,47.93,40.16,88.09
R017185,,2023-10-12,22:45,3,Thursday,10,Media,Não,Não,Não,19.0,Sim,Não,25,A_La_Carte,Peixe,Sim,Não,Sim,Não,0,79.0,3.0,Não,114.08,76.74,190.82
R024284,,2023-07-30,22:45,4,Sunday,7,Alta,Sim,Não,Não,28.3,Não,Sim,5,A_La_Carte,Peixe,Sim,Não,Sim,Não,1,36.0,3.0,Não,157.96,46.65,204.61
R009575,C001469,2023-11-08,20:45,2,Wednesday,11,Baixa,Não,Não,Não,15.3,Não,Sim,7,A_La_Carte,Outro,Sim,Não,Não,Não,0,76.0,3.0,Não,67.55,7.75,75.29
R000040,C006717,2023-12-24,19:30,3,Sunday,12,Baixa,Sim,Não,Sim,14.4,Sim,Sim,10,Menu_Dia,Carne,Não,Sim,Não,Não,1,46.0,4.0,Sim,68.16,8.94,77.1
R014180,,2023-03-27,14:15,1,Monday,3,Baixa,Não,Não,Não,6.7,Não,Não,40,A_La_Carte,Carne,Não,Não,Não,Não,0,93.0,4.0,Não,33.93,3.96,37.89
R019056,,2024-03-26,13:30,1,Tuesday,3,Baixa,Não,Não,Não,12.1,Não,Não,10,A_La_Carte,Peixe,Sim,Sim,Sim,Sim,0,99.0,4.0,Não,35.88,7.69,43.57
R009708,C000522,2024-08-05,13:00,1,Monday,8,Alta,Não,Não,Sim,16.6,Sim,Não,8,Menu_Dia,Peixe,Sim,Não,Sim,Não,0,52.0,4.0,Não,21.74,9.11,30.85
R004760,C006875,2023-03-25,19:15,2,Saturday,3,Baixa,Sim,Não,Não,15.2,Sim,Sim,7,Menu_Dia,Peixe,Sim,Não,Não,Não,0,,5.0,Não,39.28,7.13,46.41
R009552,C002353,2024-11-24,22:00,2,Sunday,11,Baixa,Sim,Não,Não,11.1,Sim,Não,9,A_La_Carte,Peixe,Não,Não,Sim,Não,0,76.0,4.0,Não,39.56,14.83,54.39
R024318,,2023-11-24,21:00,2,Friday,11,Baixa,Não,Não,Não,12.0,Não,Não,18,Menu_Dia,Peixe,Não,Sim,Sim,Não,0,30.0,4.0,Não,42.66,14.85,57.51
R015926,,2024-05-22,14:00,4,Wednesday,5,Media,Não,Não,Sim,13.9,Sim,Sim,17,Menu_Dia,Peixe,Não,Não,Sim,Não,1,46.0,4.0,Sim,83.01,43.83,126.84
R014875,,2024-09-25,19:15,3,Wednesday,9,Alta,Não,Não,Não,24.2,Não,Não,17,A_La_Carte,Carne,Sim,Sim,Sim,Não,0,64.0,4.0,Sim,135.87,70.16,206.03
R009310,C001193,2023-03-06,22:30,2,Monday,3,Baixa,Não,Não,Não,9.3,Sim,Sim,3,Menu_Dia,Carne,Não,Não,Sim,Não,0,52.0,4.0,Não,33.6,19.44,53.04
R002981,C001780,2024-04-11,13:30,4,Thursday,4,Media,Não,Não,Não,13.8,Não,Sim,3,Menu_Degustacao,Carne,Sim,Sim,Sim,Sim,1,127.0,5.0,Sim,290.6,69.08,359.68
R011630,,2023-05-01,19:30,2,Monday,5,Media,Não,Não,Não,16.1,Sim,Não,15,Menu_Dia,Peixe,Sim,Não,Sim,Não,0,33.0,3.0,Não,46.0,17.46,63.45
R010761,,2023-05-20,14:15,2,Saturday,5,Media,Sim,Não,Não,,Não,Sim,6,Menu_Dia,Peixe,Sim,Não,Não,Sim,0,50.0,3.0,Não,51.75,9.14,60.9
R016508,,2024-07-17,20:45,3,Wednesday,7,Alta,Não,Não,Não,20.7,Sim,Não,22,A_La_Carte,Carne,Sim,Não,Não,Sim,0,78.0,2.0,Não,94.82,16.79,111.61
R016700,,2024-07-27,22:45,3,Saturday,7,Alta,Sim,Não,Não,18.9,Não,Sim,2,A_La_Carte,Peixe,Não,Não,Não,Não,1,78.0,3.0,Sim,107.06,8.84,115.9
R022636,,2023-02-15,20:00,2,Wednesday,2,Baixa,Não,Não,Não,7.7,Sim,Sim,2,Menu_Dia,Peixe,Não,Sim,Não,Não,1,44.0,4.0,Não,62.28,6.67,68.94
R003545,C000995,2024-05-20,22:15,1,Monday,5,Media,Não,Não,Não,16.0,Não,Sim,8,A_La_Carte,Peixe,Não,Sim,Não,Não,0,85.0,5.0,Não,25.52,3.25,28.77
R019669,,2023-07-31,13:45,1,Monday,7,Alta,Não,Não,Não,22.7,Não,Não,19,A_La_Carte,Peixe,Sim,Sim,Sim,Não,0,99.0,2.0,Não,44.46,7.26,51.72
R002868,C004652,2024-07-10,21:15,3,Wednesday,7,Alta,Não,Não,Não,19.8,Sim,Sim,4,A_La_Carte,Carne,Sim,Sim,Sim,Sim,0,82.0,4.0,Sim,104.08,51.95,156.03
R012635,,2023-04-22,20:00,5,Saturday,4,Media,Sim,Não,Não,15.4,Não,Sim,7,A_La_Carte,Outro,Sim,Sim,Não,Sim,1,76.0,2.0,Sim,276.58,24.31,300.89
R023370,,2023-02-20,20:00,4,Monday,2,Baixa,Não,Não,Não,11.4,Sim,Sim,10,Menu_Dia,Peixe,Não,Não,Sim,Não,0,55.0,4.0,Não,54.96,71.82,126.78
R019637,,2023-08-04,21:30,1,Friday,8,Alta,Não,Não,Não,24.7,Não,Não,39,Menu_Dia,Outro,Sim,Sim,Sim,Não,0,47.0,4.0,Não,32.13,6.38,38.51
R010810,,2023-08-27,20:30,2,Sunday,8,Alta,Sim,Não,Não,21.0,Sim,Sim,10,Menu_Dia,Peixe,Sim,Não,Sim,Sim,0,45.0,4.0,Não,49.19,17.5,66.69
R004571,C000853,2024-07-28,21:45,2,Sunday,7,Alta,Sim,Não,Não,22.3,Não,Sim,3,A_La_Carte,Peixe,Sim,Não,Sim,Não,0,87.0,5.0,Sim,87.66,18.36,106.02
R016553,,2023-11-04,14:30,3,Saturday,11,Baixa,Sim,Não,Não,18.2,Não,Sim,5,Menu_Dia,Carne,Sim,Não,Não,Não,1,53.0,5.0,Não,96.2,10.72,106.93
R006455,C004989,2024-06-10,21:30,4,Monday,6,Alta,Não,Não,Não,13.5,Não,Sim,2,Menu_Degustacao,Carne,Sim,Sim,Sim,Sim,1,147.0,4.0,Sim,257.97,71.74,329.71
R012163,,2024-07-12,22:45,1,Friday,7,Alta,Não,Não,Não,20.7,Não,Sim,1,Menu_Dia,Peixe,Sim,Sim,Sim,Não,0,40.0,3.0,Não,34.08,7.62,41.71
R001879,C005265,2024-10-15,22:00,2,Tuesday,10,Media,Não,Não,Não,18.0,Não,Não,10,A_La_Carte,Carne,Sim,Não,Sim,Não,1,75.0,,Sim,84.36,17.99,102.35
R013564,,2024-06-21,20:45,1,Friday,6,Alta,Não,Não,Sim,18.7,Sim,Não,25,A_La_Carte,Carne,Sim,Não,Sim,Sim,0,92.0,3.0,Sim,31.16,10.0,41.16
R022919,,2024-04-18,19:30,2,Thursday,4,Media,Não,Não,Não,18.9,Sim,Sim,1,A_La_Carte,Carne,Sim,Sim,Não,Não,0,75.0,4.0,Não,84.99,5.23,90.22
R012611,,2024-08-16,22:45,3,Friday,8,Alta,Não,Não,Não,20.0,Sim,Não,6,A_La_Carte,Carne,Sim,Não,Sim,Não,0,82.0,4.0,Não,126.22,52.69,178.91
R019749,,2024-06-03,20:45,1,Monday,6,Alta,Não,Não,Não,22.1,Não,Não,23,A_La_Carte,Peixe,Sim,Sim,Sim,Sim,0,70.0,,Sim,47.45,8.66,56.11
R003898,C007525,2023-03-13,21:15,3,Monday,3,Baixa,Não,Não,Não,8.8,Não,Sim,7,A_La_Carte,Vegetariano,Não,Não,Sim,Não,0,61.0,4.0,Sim,103.19,75.99,179.18
R023021,,2024-08-11,21:00,5,Sunday,8,Alta,Sim,Não,Não,22.9,Sim,Sim,1,A_La_Carte,Outro,Sim,Não,Sim,Sim,1,67.0,3.0,Sim,173.14,76.02,249.16
R011858,,2023-08-01,12:45,2,Tuesday,8,Alta,Não,Não,Não,21.1,Não,Não,24,A_La_Carte,Carne,Não,Sim,Sim,Sim,0,54.0,3.0,Não,71.42,19.53,90.95
R011643,,2024-11-07,21:30,1,Thursday,11,Baixa,Não,Não,Não,13.9,Não,Não,29,Menu_Dia,Peixe,Não,Não,Sim,Não,0,43.0,2.0,Não,12.43,9.46,21.89
R002730,C007036,2023-04-21,22:45,3,Friday,4,Media,Não,Não,Não,15.8,Não,Não,21,A_La_Carte,Peixe,Sim,Não,Sim,Sim,0,55.0,3.0,Não,102.73,79.5,182.23
R019031,,2023-09-04,21:15,3,Monday,9,Alta,Não,Não,Não,13.7,Não,Não,21,A_La_Carte,Vegetariano,Não,Sim,Não,Não,0,67.0,4.0,Sim,106.63,6.93,113.56
R006851,C001228,2023-03-23,20:15,2,Thursday,3,Baixa,Não,Não,Não,15.4,Não,Sim,8,A_La_Carte,Carne,Sim,Não,Sim,Não,0,73.0,3.0,Não,82.06,18.84,100.89
R000415,C000128,2024-04-22,19:30,2,Monday,4,Media,Não,Não,Não,10.4,Não,Sim,0,Menu_Dia,Carne,Sim,Sim,Sim,Não,1,46.0,5.0,Sim,74.44,15.42,89.86
R007888,C001700,2023-05-24,12:30,2,Wednesday,5,Media,Não,Não,Não,20.1,Não,Não,11,Menu_Degustacao,Carne,Sim,Sim,Sim,Sim,0,129.0,5.0,Sim,140.67,18.34,159.01
R017463,,2024-11-24,22:30,6,Sunday,11,Baixa,Sim,Não,Não,15.1,Não,Não,33,A_La_Carte,Carne,Não,Sim,Sim,Não,1,63.0,3.0,Não,261.61,93.16,354.77
R006387,C002866,2024-08-04,20:30,4,Sunday,8,Alta,Sim,Não,Não,18.7,Não,Sim,2,Menu_Dia,Carne,Sim,Não,Sim,Não,2,,4.0,Sim,114.42,51.41,165.83
R016326,,2024-08-22,14:30,1,Thursday,8,Alta,Não,Não,Não,15.9,Não,Não,33,A_La_Carte,Peixe,Não,Não,Sim,Não,0,69.0,4.0,Não,25.69,8.77,34.46
R021421,,2023-07-29,14:30,2,Saturday,7,Alta,Sim,Não,Não,25.1,Sim,Não,21,A_La_Carte,Carne,Sim,Sim,Não,Não,0,74.0,3.0,Não,94.11,7.88,101.99
R023562,,2024-07-03,20:00,2,Wednesday,7,Alta,Não,Não,Não,18.0,Não,Não,25,Menu_Dia,Peixe,Não,Não,Sim,Não,2,43.0,3.0,Não,60.58,15.88,76.46
R005068,C006667,2024-08-16,13:30,1,Friday,8,Alta,Não,Não,Não,25.0,Não,Não,9,Menu_Dia,Carne,Não,Sim,Sim,Sim,0,43.0,4.0,Não,19.39,9.04,28.44
R020595,,2024-09-15,20:15,4,Sunday,9,Alta,Sim,Não,Não,20.1,Não,Não,20,A_La_Carte,Peixe,Não,Não,Não,Sim,3,63.0,4.0,Não,133.47,16.49,149.96
R013871,,2024-05-07,14:15,3,Tuesday,5,Media,Não,Não,Não,16.6,Não,Não,45,A_La_Carte,Carne,Não,Não,Não,Sim,0,96.0,2.0,Sim,55.15,10.75,65.9
R006486,C005349,2023-01-09,19:15,3,Monday,1,Baixa,Não,Não,Não,12.0,Não,Sim,3,A_La_Carte,Carne,Sim,Sim,Não,Sim,0,79.0,4.0,Sim,104.88,11.34,116.22
R025726,,2023-03-01,22:30,2,Wednesday,3,Baixa,Não,Não,Não,12.4,Sim,Não,28,A_La_Carte,Peixe,Não,Sim,Não,Sim,0,60.0,3.0,Não,70.5,7.53,78.03
R006334,C002112,2024-08-24,22:00,3,Saturday,8,Alta,Sim,Não,Não,21.8,Não,Não,17,Menu_Dia,Peixe,Sim,Não,Não,Não,0,42.0,3.0,Não,66.89,10.98,77.87
R021375,,2024-07-30,20:00,1,Tuesday,7,Alta,Não,Não,Não,24.4,Sim,Sim,0,A_La_Carte,Carne,Não,Não,Não,Não,0,111.0,5.0,Sim,25.52,2.23,27.75
R017416,,2023-04-16,21:45,2,Sunday,4,Media,Sim,Não,Não,16.6,Sim,Não,31,Menu_Dia,Carne,Sim,Sim,Sim,Não,0,59.0,3.0,Não,59.26,19.3,78.56
R005933,C004298,2023-11-28,21:45,2,Tuesday,11,Baixa,Não,Não,Não,14.6,Não,Não,10,Menu_Degustacao,Carne,Sim,Sim,Sim,Sim,0,88.0,4.0,Sim,165.31,20.71,186.02
R025101,,2023-01-19,14:00,2,Thursday,1,Baixa,Não,Não,Não,7.1,Não,Não,24,Menu_Dia,Peixe,Não,Não,Não,Sim,0,41.0,3.0,Não,24.97,7.3,32.27
R023531,,2024-07-26,12:45,2,Friday,7,Alta,Não,Não,Não,19.4,Não,Sim,3,Menu_Dia,Vegetariano,Não,Não,Não,Sim,2,51.0,3.0,Não,56.28,7.34,63.62
R008066,C000169,2023-03-01,13:00,3,Wednesday,3,Baixa,Não,Não,Não,16.4,Não,Não,3,A_La_Carte,Peixe,Não,Sim,Não,Sim,0,68.0,4.0,Sim,73.67,14.4,88.07
R010920,,2023-04-04,13:45,2,Tuesday,4,Media,Não,Não,Não,14.3,Não,Não,29,Menu_Dia,Vegetariano,Não,Sim,Não,Não,0,56.0,3.0,Não,44.51,6.94,51.45
R018553,,2024-02-23,12:15,2,Friday,2,Baixa,Não,Não,Não,13.9,Não,Sim,2,Menu_Dia,Carne,Sim,Sim,Não,Sim,0,34.0,4.0,Não,65.31,9.63,74.95
R025856,,2023-01-08,20:15,2,Sunday,1,Baixa,Sim,Não,Não,9.7,Não,Sim,6,Menu_Degustacao,Carne,Sim,Sim,Sim,Sim,0,,,Não,118.08,23.22,141.3
R001788,C000166,2024-11-05,19:00,3,Tuesday,11,Baixa,Não,Não,Não,11.4,Sim,Não,8,Menu_Degustacao,Peixe,Sim,Sim,Não,Sim,0,122.0,5.0,Sim,231.4,16.99,248.39
R012029,,2024-04-11,21:00,4,Thursday,4,Media,Não,Não,Não,12.0,Não,Sim,1,Menu_Dia,Carne,Sim,Não,Sim,Não,2,43.0,3.0,Não,123.22,46.91,170.13
R000037,C001535,2024-06-25,22:45,3,Tuesday,6,Alta,Não,Não,Sim,20.8,Não,Sim,1,Menu_Dia,Peixe,Sim,Sim,Não,Sim,1,65.0,3.0,Não,98.14,14.44,112.58
R020470,,2023-03-24,12:45,1,Friday,3,Baixa,Não,Não,Não,11.8,Não,Não,10,Menu_Dia,Peixe,Não,Sim,Não,Não,0,45.0,3.0,Não,19.99,3.88,23.87
R007768,C003535,2024-10-18,22:00,2,Friday,10,Media,Não,Não,Não,17.0,Sim,Sim,3,A_La_Carte,Vegetariano,Não,Não,Sim,Não,0,70.0,4.0,Não,42.7,12.96,55.66
R004188,C002641,2023-06-23,12:30,1,Friday,6,Alta,Não,Não,Sim,18.6,Sim,Não,13,Menu_Dia,Outro,Não,Sim,Não,Sim,0,43.0,3.0,Sim,20.57,5.01,25.58
R008868,C003450,2023-04-03,20:00,1,Monday,4,Media,Não,Não,Não,16.2,Não,Sim,5,Menu_Dia,Peixe,Não,Sim,Sim,Não,0,48.0,5.0,Sim,18.89,9.75,28.64
R011826,,2023-08-05,12:00,1,Saturday,8,Alta,Sim,Não,Não,19.9,Não,Não,45,Menu_Dia,Carne,Não,Não,Não,Sim,0,30.0,4.0,Sim,15.71,3.58,19.29
R001556,C003395,2024-06-02,14:30,4,Sunday,6,Alta,Sim,Não,Não,22.0,Não,Sim,2,Menu_Dia,Peixe,Não,Sim,Não,Não,0,30.0,5.0,Sim,84.86,15.35,100.2
R011722,,2024-05-27,22:00,1,Monday,5,Media,Não,Não,Não,15.5,Não,Não,13,A_La_Carte,Carne,Não,Não,Não,Não,0,43.0,5.0,Sim,31.84,3.91,35.74
R007253,C003974,2023-07-23,13:00,1,Sunday,7,Alta,Sim,Não,Não,18.3,Sim,Sim,1,Menu_Degustacao,Carne,Sim,Sim,Sim,Sim,0,127.0,5.0,Não,88.51,12.14,100.66
R006399,C001713,2023-12-09,22:45,1,Saturday,12,Baixa,Sim,Não,Não,11.6,Não,Sim,11,A_La_Carte,Carne,Sim,Sim,Não,Não,0,,4.0,Não,47.3,2.54,49.84
R020111,,2024-01-01,14:45,3,Monday,1,Baixa,Não,Sim,Não,8.4,Não,Não,19,A_La_Carte,Carne,Não,Sim,Não,Sim,0,62.0,5.0,Não,92.2,12.83,105.03
R023902,,2024-09-21,22:30,3,Saturday,9,Alta,Sim,Não,Sim,18.4,Não,Não,37,A_La_Carte,Peixe,Não,Não,Não,Sim,0,62.0,3.0,Não,75.57,12.55,88.12
R014122,,2023-06-10,12:45,2,Saturday,6,Alta,Sim,Não,Não,19.6,Não,Não,28,Menu_Degustacao,Vegetariano,Sim,Sim,Sim,Sim,1,126.0,5.0,Não,141.81,20.61,162.42
R015437,,2023-01-11,20:30,3,Wednesday,1,Baixa,Não,Não,Não,3.2,Não,Não,26,Menu_Dia,Carne,Sim,Não,Não,Não,1,44.0,3.0,Não,88.59,6.36,94.95
R021223,,2023-02-24,19:30,2,Friday,2,Baixa,Não,Não,Não,11.6,Não,Não,13,A_La_Carte,Peixe,Sim,Não,Não,Sim,0,74.0,3.0,Não,67.34,10.89,78.23
R003709,C005092,2023-12-28,13:45,4,Thursday,12,Baixa,Não,Não,Sim,9.3,Não,Sim,1,Menu_Degustacao,Peixe,Sim,Sim,Sim,Sim,2,136.0,5.0,Não,292.71,74.08,366.78
R012427,,2024-03-23,22:45,3,Saturday,3,Baixa,Sim,Não,Não,11.3,Não,Não,42,A_La_Carte,Carne,Sim,Não,Não,Sim,0,72.0,,Não,109.87,14.9,124.76
R000626,C003474,2023-09-21,14:30,2,Thursday,9,Alta,Não,Não,Não,19.2,Não,Não,20,A_La_Carte,Peixe,Não,Não,Não,Sim,0,89.0,3.0,Sim,57.35,10.72,68.07
R019785,,2023-03-25,21:00,2,Saturday,3,Baixa,Sim,Não,Não,10.9,Não,Sim,5,A_La_Carte,Vegetariano,Sim,Não,Sim,Sim,1,,3.0,Sim,73.68,22.62,96.3
R025311,,2024-07-30,20:15,4,Tuesday,7,Alta,Não,Não,Não,20.5,Sim,Sim,9,Menu_Dia,Carne,Não,Não,Não,Não,1,37.0,4.0,Não,83.67,14.99,98.66
R005776,C007340,2024-08-17,22:15,1,Saturday,8,Alta,Sim,Não,Não,25.6,Não,Sim,1,A_La_Carte,Carne,Não,Sim,Não,Sim,0,85.0,,Sim,39.76,4.82,44.58
R017296,,2023-01-26,19:30,2,Thursday,1,Baixa,Não,Não,Não,9.0,Não,Não,20,A_La_Carte,Peixe,Sim,Não,Não,Não,0,62.0,3.0,Não,68.09,4.74,72.83
R013577,,2023-05-25,21:00,2,Thursday,5,Media,Não,Não,Não,18.8,Sim,Não,45,Menu_Dia,Carne,Não,Não,Sim,Sim,0,30.0,3.0,Não,24.36,21.88,46.23
R019268,,2023-11-10,14:45,2,Friday,11,Baixa,Não,Não,Não,15.7,Sim,Não,34,Menu_Dia,Vegetariano,Sim,Não,Não,Sim,1,54.0,4.0,Não,62.06,9.98,72.05
R023163,,2024-07-05,20:00,3,Friday,7,Alta,Não,Não,Não,20.3,Sim,Sim,8,A_La_Carte,Peixe,Sim,Não,Sim,Sim,0,85.0,3.0,Não,105.07,63.6,168.67
R007074,C002001,2024-03-10,22:45,3,Sunday,3,Baixa,Sim,Não,Não,16.7,Não,Sim,3,Menu_Degustacao,Vegetariano,Sim,Sim,Sim,Sim,0,101.0,5.0,Sim,208.44,52.45,260.89
R017347,,2023-10-30,21:45,2,Monday,10,Media,Não,Não,Não,16.7,Não,Sim,0,Menu_Dia,Carne,Não,Não,Não,Sim,0,49.0,4.0,Sim,31.69,9.07,40.76
R012013,,2023-12-15,21:15,1,Friday,12,Baixa,Não,Não,Não,13.5,Não,Sim,4,Menu_Dia,Peixe,Sim,Sim,Sim,Sim,0,56.0,3.0,Sim,26.5,8.14,34.63
R020810,,2023-09-24,20:30,4,Sunday,9,Alta,Sim,Não,Não,21.3,Não,Não,18,Menu_Dia,Peixe,Sim,Não,Não,Não,0,43.0,5.0,Sim,90.18,8.33,98.51
R025583,,2024-02-23,20:45,4,Friday,2,Baixa,Não,Não,Não,7.9,Sim,Não,29,A_La_Carte,Carne,Não,Não,Sim,Sim,1,71.0,5.0,Não,127.57,50.2,177.77
R010335,C006462,2024-04-03,13:30,3,Wednesday,4,Media,Não,Não,Não,12.9,Não,Sim,9,Menu_Degustacao,Peixe,Sim,Sim,Sim,Sim,1,112.0,4.0,Sim,252.97,59.19,312.16
R022375,,2024-09-30,21:15,1,Monday,9,Alta,Não,Não,Não,16.4,Não,Não,25,Menu_Dia,Carne,Sim,Sim,Sim,Não,0,37.0,4.0,Não,31.62,7.96,39.57
R001747,C006685,2023-05-08,20:00,2,Monday,5,Media,Não,Não,Não,19.5,Não,Não,11,A_La_Carte,Carne,Não,Não,Sim,Sim,0,54.0,3.0,Não,66.65,22.72,89.37
R019099,,2024-07-24,14:00,2,Wednesday,7,Alta,Não,Não,Não,20.1,Não,Não,9,A_La_Carte,Vegetariano,Não,Não,Não,Sim,2,58.0,5.0,Não,98.7,9.77,108.47
