cliente_id,idade,genero,nacionalidade,distrito_residencia,cliente_desde,tipo_cliente,cliente_habitual
C003190,71,F,DE,,2024-01-23,Hotel,Não
C004306,18,M,Outro,,2023-06-07,Restaurante,Não
C000910,76,F,ES,,2023-06-29,Restaurante,Não
C006053,36,M,UK,,2024-12-24,Hotel,Não
C001867,58,F,PT,Coimbra,2024-08-22,Restaurante,Não
C001843,33,M,PT,Aveiro,2024-06-03,Ambos,Sim
C002498,37,F,PT,Porto,2024-05-18,Restaurante,Sim
C006555,37,M,FR,,2024-10-06,Hotel,Não
C005193,50,F,FR,,2024-04-25,Ambos,Sim
C005072,38,F,PT,Lisboa,2024-08-03,Ambos,Sim
C004007,18,M,PT,Lisboa,2024-09-25,Restaurante,Não
C002703,74,M,FR,,2024-02-12,Restaurante,Não
C006584,18,F,PT,Aveiro,2024-09-11,Restaurante,Não
C000332,27,M,PT,Viseu,2024-02-28,Restaurante,Sim
C004701,26,F,FR,,2023-01-02,Restaurante,Não
C007749,53,F,PT,Coimbra,2024-10-26,Restaurante,Não
C002460,49,F,PT,Porto,2024-10-11,Hotel,Sim
C001775,30,M,PT,Porto,2024-06-11,Ambos,Não
C004989,45,M,PT,Porto,2023-09-19,Restaurante,Sim
C005240,55,M,UK,,2023-05-20,Restaurante,Não
C002687,49,F,PT,Porto,2024-11-16,Restaurante,Sim
C006753,37,M,PT,Viseu,2023-11-06,Restaurante,Não
C006501,61,M,PT,Lisboa,2024-09-26,Hotel,Não
C006923,48,F,PT,Aveiro,2023-08-02,Hotel,Não
C005889,18,M,PT,Coimbra,2023-04-02,Ambos,Sim
C006846,48,M,ES,,2024-12-28,Restaurante,Sim
C006122,44,F,PT,Faro,2024-05-23,Restaurante,Não
C005713,55,M,PT,Lisboa,2023-02-28,Restaurante,Não
C006028,18,M,ES,,2024-08-08,Restaurante,Não
C000174,47,M,PT,Lisboa,2024-04-15,Restaurante,Não
C003322,27,F,ES,,2023-09-15,Restaurante,Não
C006148,36,M,PT,Coimbra,2023-02-11,Restaurante,Sim
C003373,65,F,PT,Braga,2023-03-04,Hotel,Não
C003312,49,M,DE,,2024-03-11,Restaurante,Sim
C004802,41,M,DE,,2023-12-18,Hotel,Não
C007240,26,M,PT,Viseu,2023-05-22,Restaurante,Não
C007846,65,F,PT,Coimbra,2023-03-06,Restaurante,Não
C005345,36,M,ES,,2024-05-15,Restaurante,Não
C003404,40,F,ES,,2023-01-23,Restaurante,Sim
C000019,27,M,PT,Lisboa,2024-10-17,Ambos,Sim
C003692,55,F,PT,Porto,2024-09-28,Restaurante,Não
C006047,42,M,PT,Porto,2023-09-02,Hotel,Não
C004097,51,F,UK,,2024-08-16,Restaurante,Sim
C003629,18,M,FR,,2024-03-17,Restaurante,Não
C006340,41,M,DE,,2023-03-31,Restaurante,Sim
C002175,28,M,FR,,2024-04-01,Restaurante,Não
C001357,33,M,ES,,2024-04-12,Restaurante,Sim
C004857,55,M,FR,,2023-07-14,Restaurante,Não
C007257,40,F,PT,Porto,2023-05-22,Restaurante,Não
C003113,37,F,PT,Braga,2024-06-14,Hotel,Sim
C000183,24,F,PT,Braga,2023-10-10,Ambos,Sim
C006256,18,M,PT,Aveiro,2024-05-20,Hotel,Não
C006333,34,F,PT,Porto,2023-07-07,Restaurante,Não
C001813,67,F,PT,Braga,2023-03-10,Restaurante,Sim
C005172,21,M,ES,,2023-10-30,Ambos,Sim
C001801,72,M,PT,Braga,2023-06-15,Restaurante,Não
C002430,36,M,DE,,2023-04-09,Restaurante,Não
C006184,73,M,PT,Coimbra,2024-04-04,Restaurante,Sim
C007705,29,F,UK,,2023-01-23,Restaurante,Não
C007821,51,F,PT,Faro,2024-05-23,Restaurante,Não
C005578,45,F,ES,,2023-11-08,Restaurante,Não
C005331,33,M,PT,Aveiro,2024-04-12,Restaurante,Não
C007627,59,M,ES,,2023-08-05,Hotel,Não
C001160,36,F,PT,Aveiro,2023-01-26,Restaurante,Não
C001214,56,F,PT,Porto,2023-09-02,Restaurante,Não
C001326,18,F,UK,,2023-06-30,Ambos,Não
C004933,66,F,PT,Aveiro,2024-05-23,Hotel,Não
C001456,18,F,DE,,2023-05-04,Restaurante,Não
C004695,38,M,FR,,2024-06-25,Hotel,Não
C006128,65,M,PT,Faro,2024-05-01,Hotel,Não
C001645,25,F,Outro,,2024-08-19,Hotel,Não
C002141,44,M,PT,Aveiro,2024-11-14,Restaurante,Não
C004537,45,F,PT,Braga,2023-01-21,Hotel,Não
C004458,20,F,PT,Lisboa,2024-08-27,Restaurante,Não
C006467,28,F,ES,,2023-04-01,Hotel,Não
C004379,46,F,FR,,2024-09-21,Restaurante,Sim
C000730,29,F,PT,Outro,2023-04-29,Hotel,Não
C004358,36,F,ES,,2023-08-04,Restaurante,Sim
C001937,46,M,PT,Braga,2023-03-20,Restaurante,Não
C003794,38,M,PT,Braga,2023-02-24,Restaurante,Não
C007465,75,F,PT,Faro,2024-05-16,Restaurante,Não
C006904,34,M,FR,,2023-08-14,Restaurante,Não
C007075,53,M,DE,,2024-04-22,Restaurante,Não
C001111,38,F,DE,,2023-07-01,Ambos,Não
C006504,20,F,PT,Viseu,2024-01-22,Hotel,Não
C002999,47,F,FR,,2024-12-05,Restaurante,Não
C002395,40,F,UK,,2024-11-11,Hotel,Não
C001186,57,F,ES,,2023-03-29,Hotel,Não
C002008,28,F,PT,Lisboa,2023-11-12,Hotel,Sim
C000194,22,F,Outro,,2023-07-18,Restaurante,Não
C007641,18,M,PT,Lisboa,2023-12-17,Ambos,Sim
C000579,18,F,FR,,2024-08-04,Ambos,Não
C000772,33,F,UK,,2024-09-16,Hotel,Não
C002396,18,F,PT,Braga,2023-11-14,Hotel,Não
C007920,49,F,FR,,2024-08-11,Hotel,Sim
C001847,62,F,FR,,2024-05-05,Restaurante,Não
C006697,57,M,ES,,2023-03-28,Restaurante,Não
C004275,18,F,PT,Porto,2023-04-23,Restaurante,Não
C003741,30,M,ES,,2023-08-15,Restaurante,Não
C004601,38,F,PT,Aveiro,2024-06-15,Hotel,Sim
C006683,53,F,UK,,2024-12-07,Ambos,Sim
C006260,36,F,PT,Coimbra,2024-03-05,Restaurante,Não
C002074,45,M,ES,,2023-01-05,Restaurante,Não
C001897,37,F,FR,,2023-04-25,Ambos,Sim
C005895,49,M,PT,Outro,2024-06-29,Restaurante,Sim
C003660,77,F,FR,,2023-11-28,Restaurante,Não
C002380,46,F,PT,Lisboa,2024-02-18,Restaurante,Não
C001448,51,M,PT,Lisboa,2024-08-07,Restaurante,Sim
C000343,45,M,ES,,2023-08-18,Restaurante,Sim
C007060,52,M,FR,,2024-09-14,Restaurante,Não
C002528,51,M,FR,,2023-10-28,Hotel,Sim
C000728,47,M,PT,Lisboa,2024-11-26,Ambos,Sim
C004578,71,M,UK,,2023-09-16,Restaurante,Sim
C000977,34,F,PT,Coimbra,2023-11-07,Hotel,Sim
C005648,67,F,FR,,2024-10-06,Restaurante,Sim
C003517,29,M,UK,,2023-12-06,Ambos,Sim
C006065,44,M,ES,,2024-12-04,Ambos,Não
C007675,28,F,PT,Braga,2024-03-25,Hotel,Não
C003941,48,M,Outro,,2023-11-25,Restaurante,Sim
C001300,47,M,ES,,2023-07-02,Restaurante,Sim
C007348,21,M,PT,Lisboa,2024-12-31,Restaurante,Não
C000661,32,F,ES,,2023-01-17,Ambos,Sim
C001493,32,F,PT,Aveiro,2023-01-19,Restaurante,Não
C005392,44,F,PT,Aveiro,2023-02-11,Hotel,Não
C005572,33,F,PT,Aveiro,2023-04-28,Restaurante,Não
C005858,33,M,FR,,2023-04-25,Ambos,Não
C002316,48,M,PT,Coimbra,2023-03-03,Restaurante,Não
C007427,36,F,UK,,2023-02-06,Restaurante,Não
C007368,34,F,UK,,2023-08-11,Ambos,Não
C001086,48,F,UK,,2023-06-19,Hotel,Não
C007546,49,F,ES,,2024-04-08,Restaurante,Não
C003199,36,M,PT,Aveiro,2023-04-29,Restaurante,Não
C005788,73,M,PT,Aveiro,2024-02-04,Restaurante,Não
C005435,53,M,PT,Aveiro,2023-05-02,Restaurante,Não
C000068,58,M,ES,,2024-05-29,Restaurante,Não
C006363,33,M,PT,Viseu,2023-07-22,Restaurante,Não
C002270,40,M,PT,Lisboa,2023-07-17,Restaurante,Sim
C005654,60,F,FR,,2023-09-13,Restaurante,Não
C006055,47,M,ES,,2024-06-09,Restaurante,Não
C006309,40,F,PT,Coimbra,2024-06-13,Ambos,Sim
C003448,29,M,PT,Faro,2024-12-25,Hotel,Não
C002368,18,F,PT,Braga,2023-05-22,Hotel,Não
C004762,52,M,FR,,2024-06-19,Restaurante,Não
C007128,51,M,PT,Coimbra,2024-09-27,Restaurante,Não
C002513,50,F,ES,,2023-09-30,Restaurante,Não
C002724,65,M,UK,,2023-08-14,Ambos,Não
C006818,18,F,PT,Outro,2024-12-30,Restaurante,Sim
C005925,18,M,PT,Braga,2024-07-13,Restaurante,Não
C001144,44,M,Outro,,2024-06-10,Restaurante,Não
C007592,51,F,PT,Lisboa,2023-04-26,Restaurante,Não
C006521,36,F,PT,Braga,2024-07-07,Hotel,Não
C006865,41,M,UK,,2023-12-30,Restaurante,Não
C006908,36,F,PT,Aveiro,2023-04-07,Restaurante,Não
C003790,62,M,FR,,2024-08-15,Ambos,Sim
C002221,36,F,ES,,2023-05-07,Hotel,Não
C002332,40,F,PT,Lisboa,2024-07-22,Ambos,Não
C005506,55,F,PT,Braga,2023-11-09,Hotel,Não
C006041,57,F,PT,Porto,2023-03-29,Restaurante,Não
C007437,29,F,PT,Faro,2024-10-12,Restaurante,Não
C004089,60,M,PT,Porto,2023-07-15,Restaurante,Não
C001968,39,F,UK,,2024-10-01,Restaurante,Não
C006264,46,F,ES,,2024-10-03,Hotel,Não
C007389,49,M,UK,,2024-03-19,Restaurante,Não
C004366,75,F,DE,,2023-08-03,Hotel,Não
C000424,57,F,PT,Faro,2024-04-06,Restaurante,Não
C006935,56,M,PT,Braga,2024-03-11,Restaurante,Sim
C001905,40,F,PT,Viseu,2024-09-19,Hotel,Não
C007261,73,M,PT,Aveiro,2024-03-09,Hotel,Não
C003918,50,M,ES,,2024-08-11,Restaurante,Não
C003619,61,M,PT,Lisboa,2024-02-10,Hotel,Não
C000840,38,F,UK,,2023-10-06,Restaurante,Não
C004597,37,M,DE,,2023-01-24,Restaurante,Não
C004923,51,M,PT,Viseu,2023-11-05,Restaurante,Não
C000142,62,F,PT,Lisboa,2023-05-22,Ambos,Sim
C006611,52,M,PT,Coimbra,2024-02-07,Hotel,Não
C001378,58,M,PT,Porto,2023-08-11,Restaurante,Não
C003675,40,F,Outro,,2024-07-03,Restaurante,Não
C006226,36,F,FR,,2023-07-04,Restaurante,Não
C007838,40,M,UK,,2024-01-30,Restaurante,Sim
C003809,52,M,PT,Braga,2023-07-03,Restaurante,Não
C001139,51,M,FR,,2023-07-27,Hotel,Sim
C002258,35,F,ES,,2024-12-25,Restaurante,Não
C001788,29,M,FR,,2024-10-15,Restaurante,Não
C003939,36,F,PT,Porto,2023-11-04,Restaurante,Não
C005405,28,M,DE,,2023-12-18,Hotel,Não
C007366,54,M,UK,,2024-12-13,Restaurante,Não
C000460,22,F,PT,Braga,2024-03-12,Restaurante,Não
C007316,66,F,FR,,2023-08-18,Restaurante,Sim
C000949,41,F,Outro,,2024-04-29,Restaurante,Sim
C003701,59,M,PT,Lisboa,2023-04-24,Restaurante,Não
C001337,32,F,PT,Lisboa,2024-04-02,Restaurante,Não
C004629,59,M,UK,,2023-03-20,Hotel,Não
C007571,24,F,PT,Porto,2024-08-21,Restaurante,Não
C001603,31,F,PT,Aveiro,2024-10-16,Restaurante,Não
C002239,35,M,PT,Lisboa,2024-07-20,Hotel,Não
C000640,21,M,DE,,2023-05-01,Restaurante,Não
C007719,37,M,UK,,2024-03-19,Restaurante,Sim
C003831,38,M,DE,,2024-05-24,Hotel,Não
C005606,45,M,PT,Coimbra,2024-01-11,Hotel,Não
C007707,67,F,ES,,2024-05-06,Hotel,Não
C007156,18,M,PT,Lisboa,2024-04-14,Ambos,Sim
C001071,41,F,FR,,2024-05-04,Restaurante,Não
C000156,30,F,PT,Aveiro,2024-01-24,Restaurante,Sim
C002296,50,M,PT,Outro,2023-02-25,Restaurante,Não
C005585,60,F,Outro,,2024-07-22,Restaurante,Sim
C004579,32,M,UK,,2024-06-25,Restaurante,Não
C001090,38,F,UK,,2023-03-22,Ambos,Sim
C002941,57,M,PT,Lisboa,2023-02-17,Hotel,Não
C006769,68,F,PT,Porto,2023-06-06,Ambos,Não
C004385,32,F,ES,,2024-04-12,Restaurante,Não
C000931,33,M,PT,Coimbra,2023-01-02,Restaurante,Sim
C002910,62,M,PT,Lisboa,2023-12-22,Hotel,Não
C005154,33,M,UK,,2024-12-08,Hotel,Não
C007549,53,F,PT,Aveiro,2024-11-26,Hotel,Não
C003248,30,M,FR,,2023-11-19,Hotel,Não
C007269,44,M,PT,Outro,2024-03-05,Restaurante,Não
C006704,19,M,PT,Porto,2024-12-24,Hotel,Não
C007376,73,M,PT,Viseu,2024-09-06,Restaurante,Não
C007091,34,F,FR,,2023-04-16,Restaurante,Não
C006912,63,M,PT,Coimbra,2023-12-25,Ambos,Sim
C007510,34,F,FR,,2024-06-27,Restaurante,Sim
C001699,50,F,PT,Porto,2023-04-11,Restaurante,Não
C007757,26,F,ES,,2024-09-04,Hotel,Não
C007952,57,M,ES,,2024-02-07,Restaurante,Não
C005415,30,M,PT,Porto,2023-07-27,Restaurante,Não
C003832,33,M,ES,,2024-09-19,Ambos,Não
C007292,31,F,PT,Braga,2024-04-26,Restaurante,Não
C007730,44,M,UK,,2023-10-12,Hotel,Não
C000986,23,M,PT,Viseu,2023-07-25,Restaurante,Não
C001822,43,M,PT,Viseu,2023-03-31,Ambos,Não
C007038,27,M,FR,,2023-02-18,Restaurante,Sim
C000588,28,M,PT,Lisboa,2024-12-21,Restaurante,Não
C007628,49,M,PT,Outro,2023-06-20,Restaurante,Não
C005558,58,M,Outro,,2023-11-18,Hotel,Não
C007286,25,F,PT,Porto,2024-04-06,Restaurante,Não
C007947,59,F,UK,,2024-03-25,Hotel,Não
C006465,22,M,PT,Lisboa,2024-11-06,Restaurante,Não
C006354,53,M,DE,,2023-05-28,Restaurante,Não
C003558,43,M,PT,Outro,2024-07-04,Restaurante,Não
C001396,44,M,PT,Aveiro,2023-12-13,Hotel,Não
C000265,37,M,FR,,2024-12-21,Restaurante,Não
C003548,65,M,ES,,2024-05-28,Restaurante,Não
C005449,47,F,UK,,2024-06-01,Ambos,Não
C007304,47,F,ES,,2023-10-02,Ambos,Sim
C007055,44,F,ES,,2023-01-05,Restaurante,Não
C003865,36,F,PT,Coimbra,2023-07-14,Restaurante,Não
C006645,26,M,PT,Porto,2023-01-05,Restaurante,Não
C002401,30,F,PT,Porto,2023-04-04,Ambos,Sim
C006659,40,M,UK,,2024-12-31,Restaurante,Não
C003712,20,M,UK,,2023-06-05,Hotel,Não
C000247,34,M,PT,Porto,2024-08-24,Hotel,Não
C001595,18,M,PT,Porto,2023-07-26,Restaurante,Não
C007773,37,F,FR,,2023-09-17,Hotel,Não
C005625,69,M,PT,Porto,2023-03-11,Restaurante,Não
C000924,30,F,UK,,2024-08-04,Restaurante,Não
C005677,44,F,ES,,2023-06-11,Hotel,Não
C007431,42,M,PT,Porto,2023-05-02,Hotel,Não
C000670,59,M,PT,Coimbra,2023-03-24,Restaurante,Não
C003605,54,F,PT,Porto,2023-12-17,Restaurante,Não
C001911,69,M,DE,,2024-12-25,Restaurante,Não
C006087,37,M,PT,Lisboa,2023-04-14,Restaurante,Não
C003959,59,M,PT,Porto,2024-04-05,Restaurante,Não
C002697,59,F,UK,,2024-07-27,Hotel,Não
C002592,34,M,PT,Braga,2024-10-30,Ambos,Sim
C001782,40,F,PT,Faro,2024-04-10,Restaurante,Não
C003014,19,F,PT,Aveiro,2024-10-17,Restaurante,Sim
C002308,39,M,UK,,2024-11-06,Restaurante,Sim
C004792,35,F,ES,,2023-02-01,Restaurante,Não
C003691,50,F,UK,,2023-07-12,Restaurante,Não
C000688,36,M,ES,,2024-04-06,Restaurante,Não
C000613,46,F,ES,,2024-07-11,Ambos,Sim
C003201,44,F,PT,Braga,2023-03-20,Restaurante,Não
C002268,47,F,UK,,2024-01-02,Restaurante,Sim
C007667,25,M,UK,,2023-03-04,Ambos,Sim
C006822,71,M,FR,,2024-02-13,Hotel,Não
C001899,50,M,PT,Porto,2024-11-06,Ambos,Não
C005793,46,F,PT,Braga,2024-05-29,Restaurante,Não
C000259,49,F,ES,,2024-02-12,Restaurante,Não
C002925,43,F,UK,,2024-09-29,Restaurante,Não
C002823,41,M,Outro,,2024-05-14,Restaurante,Não
C003340,70,M,PT,Viseu,2023-11-28,Restaurante,Não
C003526,23,F,PT,Porto,2023-05-30,Restaurante,Não
C004564,45,M,PT,Aveiro,2024-05-28,Restaurante,Sim
C002286,49,F,PT,Lisboa,2024-05-22,Restaurante,Não
C006764,68,F,FR,,2024-07-07,Hotel,Sim
C000485,29,F,UK,,2024-07-18,Ambos,Sim
C002212,51,F,DE,,2024-01-22,Restaurante,Não
C004966,38,F,Outro,,2023-10-10,Restaurante,Sim
C002556,50,F,ES,,2023-08-09,Restaurante,Não
C000008,54,F,PT,Outro,2023-12-11,Restaurante,Não
C003658,18,F,PT,Aveiro,2024-10-28,Restaurante,Não
C006785,52,F,ES,,2023-04-27,Restaurante,Não
C004403,27,M,PT,Faro,2023-09-22,Ambos,Sim
C002427,51,M,PT,Porto,2023-04-04,Ambos,Sim
C001815,37,M,ES,,2024-08-17,Ambos,Sim
C002275,24,M,PT,Faro,2024-12-24,Hotel,Não
C001012,45,M,PT,Aveiro,2024-12-03,Restaurante,Não
C006145,51,F,Outro,,2023-06-08,Ambos,Sim
C001068,60,F,UK,,2023-04-06,Restaurante,Não
C001992,54,F,ES,,2023-06-30,Restaurante,Não
C003971,35,M,PT,Porto,2024-05-22,Hotel,Não
C005695,69,F,UK,,2023-04-17,Restaurante,Não
C006977,47,F,PT,Lisboa,2023-08-26,Restaurante,Não
C003868,68,M,PT,Porto,2023-06-12,Restaurante,Não
C007141,18,F,FR,,2024-01-16,Hotel,Não
C003049,48,M,ES,,2024-08-02,Hotel,Sim
C000782,20,F,PT,Braga,2023-10-03,Restaurante,Não
C007761,63,M,PT,Coimbra,2023-02-18,Restaurante,Não
C001750,58,M,UK,,2024-03-12,Restaurante,Não
C002792,33,F,PT,Braga,2024-01-25,Restaurante,Não
C001092,41,F,PT,Porto,2024-05-24,Restaurante,Não
C005534,45,F,PT,Braga,2023-08-01,Hotel,Não
C006767,76,F,ES,,2024-09-13,Restaurante,Não
C007138,32,M,ES,,2024-07-10,Hotel,Não
C006495,25,M,Outro,,2023-05-11,Ambos,Sim
C002609,56,M,PT,Aveiro,2024-10-10,Hotel,Não
C006569,45,F,PT,Lisboa,2024-07-06,Restaurante,Não
C002291,69,M,Outro,,2024-03-09,Restaurante,Não
C001728,54,M,ES,,2024-01-03,Restaurante,Sim
C000611,52,M,FR,,2023-08-17,Restaurante,Não
C004667,31,F,UK,,2024-11-03,Restaurante,Não
C000344,33,M,PT,Braga,2023-04-28,Restaurante,Não
C005599,43,F,FR,,2023-05-25,Restaurante,Sim
C006244,56,F,DE,,2024-04-01,Restaurante,Não
C003751,32,M,DE,,2024-10-05,Restaurante,Não
C007253,58,F,PT,Aveiro,2024-02-09,Ambos,Sim
C006987,19,F,PT,Lisboa,2023-08-27,Hotel,Sim
C003216,70,F,PT,Viseu,2023-12-11,Restaurante,Não
C000098,46,M,UK,,2023-07-01,Hotel,Sim
C005034,50,F,FR,,2023-10-17,Hotel,Sim
C001538,33,F,PT,Lisboa,2024-10-26,Restaurante,Não
C003589,61,F,DE,,2024-04-30,Restaurante,Não
C003649,54,M,FR,,2024-08-27,Hotel,Não
C006371,37,F,UK,,2023-08-02,Restaurante,Sim
C004959,41,F,PT,Lisboa,2024-07-11,Hotel,Não
C001518,52,F,PT,Porto,2023-02-03,Restaurante,Não
C007045,54,F,ES,,2023-06-09,Restaurante,Não
C004625,47,F,PT,Porto,2024-09-02,Restaurante,Não
C004273,20,M,UK,,2023-09-05,Restaurante,Não
C003670,47,F,PT,Porto,2023-01-30,Restaurante,Não
C002091,47,M,PT,Viseu,2024-05-02,Hotel,Não
C000573,47,F,ES,,2023-04-20,Restaurante,Não
C007276,30,M,ES,,2023-02-19,Restaurante,Não
C007658,18,F,ES,,2023-04-06,Restaurante,Não
C006647,50,M,PT,Coimbra,2023-11-20,Ambos,Sim
C003063,40,M,PT,Porto,2023-01-26,Restaurante,Não
C005077,42,F,PT,Faro,2024-12-12,Restaurante,Não
C005886,68,M,UK,,2024-03-31,Restaurante,Sim
C005847,80,F,UK,,2023-08-06,Restaurante,Sim
C005590,66,F,PT,Porto,2024-07-09,Ambos,Sim
C005360,37,M,FR,,2024-05-03,Hotel,Não
C004480,58,M,ES,,2023-12-23,Hotel,Não
C000371,42,F,ES,,2024-02-10,Restaurante,Não
C001939,59,F,ES,,2024-05-17,Hotel,Não
C005667,53,F,FR,,2024-12-01,Restaurante,Não
C006909,28,F,UK,,2024-09-21,Ambos,Sim
C003671,58,F,PT,Viseu,2024-02-22,Restaurante,Não
C003653,49,F,PT,Outro,2024-06-03,Ambos,Sim
C002362,20,M,PT,Porto,2023-03-26,Restaurante,Não
C004261,57,F,PT,Faro,2024-04-08,Restaurante,Não
C007400,63,F,PT,Aveiro,2024-02-11,Ambos,Não
C007212,35,F,UK,,2023-09-09,Restaurante,Não
C003738,39,F,DE,,2024-10-17,Hotel,Não
C004937,42,F,PT,Aveiro,2023-05-14,Ambos,Não
C005524,32,M,PT,Braga,2023-06-03,Restaurante,Não
C005557,43,F,PT,Porto,2023-11-03,Restaurante,Não
C001172,46,F,PT,Lisboa,2024-02-19,Restaurante,Não
C007405,29,F,PT,Braga,2024-10-18,Restaurante,Sim
C001423,36,F,ES,,2024-03-01,Restaurante,Não
C007181,47,M,PT,Braga,2023-12-16,Ambos,Sim
C007046,33,M,PT,Porto,2024-03-11,Restaurante,Sim
C005262,29,M,ES,,2023-08-13,Restaurante,Não
C000875,41,M,PT,Aveiro,2024-12-22,Restaurante,Não
C002298,64,M,FR,,2024-09-26,Hotel,Não
C002644,31,F,DE,,2024-03-08,Hotel,Sim
C006936,49,M,ES,,2023-02-23,Restaurante,Não
C000841,41,M,PT,Outro,2024-10-04,Restaurante,Não
C000582,35,F,ES,,2023-07-09,Restaurante,Não
C000205,19,F,ES,,2024-09-25,Hotel,Não
C001642,64,F,PT,Aveiro,2023-11-21,Hotel,Não
C002015,55,F,PT,Faro,2024-02-07,Restaurante,Sim
C003254,58,F,PT,Porto,2023-04-01,Hotel,Não
C007054,47,M,Outro,,2023-11-07,Restaurante,Não
C000906,42,M,PT,Lisboa,2024-12-15,Restaurante,Não
C000632,66,F,Outro,,2024-07-24,Ambos,Sim
C005681,26,F,PT,Porto,2024-11-15,Restaurante,Não
C006784,37,F,PT,Lisboa,2024-04-16,Ambos,Sim
C001975,41,M,PT,Porto,2024-06-11,Hotel,Não
C000163,60,M,PT,Lisboa,2023-04-28,Hotel,Não
C005467,46,M,PT,Porto,2023-02-05,Restaurante,Não
C007189,37,F,PT,Coimbra,2023-03-19,Restaurante,Não
C005098,24,F,ES,,2024-09-10,Restaurante,Não
C004714,47,F,PT,Porto,2023-01-18,Hotel,Não
C000876,70,M,PT,Viseu,2023-06-01,Restaurante,Não
C001432,55,F,UK,,2023-06-20,Restaurante,Sim
C004644,64,F,PT,Viseu,2023-04-01,Restaurante,Não
C006741,18,M,UK,,2023-03-02,Restaurante,Sim
C005004,36,F,UK,,2024-07-07,Hotel,Não
C005420,23,F,PT,Coimbra,2024-02-16,Ambos,Sim
C002857,30,F,UK,,2023-04-27,Hotel,Não
C001862,54,M,PT,Lisboa,2024-06-21,Restaurante,Não
C002660,50,M,PT,Viseu,2023-07-23,Restaurante,Não
C003385,59,F,UK,,2024-10-19,Restaurante,Não
C007345,34,F,PT,Braga,2023-08-02,Restaurante,Sim
C007661,63,M,DE,,2024-04-08,Hotel,Não
C006663,55,M,Outro,,2024-12-11,Restaurante,Não
C004734,49,M,UK,,2024-07-12,Restaurante,Não
C003332,18,F,PT,Faro,2024-03-12,Restaurante,Não
C007677,38,M,ES,,2024-06-11,Restaurante,Não
C006024,37,M,PT,Lisboa,2023-08-02,Restaurante,Não
C005584,48,F,PT,Braga,2024-10-05,Restaurante,Não
C002097,52,M,DE,,2024-06-23,Restaurante,Não
C002004,37,F,PT,Viseu,2023-02-27,Hotel,Não
C005522,31,F,PT,Outro,2024-11-13,Restaurante,Não
C000547,51,M,ES,,2024-07-28,Restaurante,Não
C001450,42,M,FR,,2024-05-09,Restaurante,Não
C005551,26,F,ES,,2024-04-20,Ambos,Sim
C002611,52,M,PT,Porto,2024-03-20,Hotel,Não
C001901,53,M,PT,Porto,2023-04-09,Restaurante,Não
C006308,55,M,ES,,2023-04-18,Restaurante,Não
C002758,29,M,FR,,2023-06-02,Restaurante,Não
C001886,46,F,PT,Aveiro,2024-01-07,Restaurante,Não
C007728,18,M,PT,Aveiro,2024-01-12,Hotel,Não
C002098,24,M,PT,Lisboa,2024-05-04,Restaurante,Não
C006964,36,M,UK,,2023-04-27,Restaurante,Sim
C007188,75,M,PT,Porto,2024-01-30,Hotel,Não
C000837,66,M,PT,Outro,2024-06-19,Hotel,Não
C003472,40,F,ES,,2023-02-16,Restaurante,Não
C004698,62,F,ES,,2023-09-04,Restaurante,Não
C006368,18,M,DE,,2023-07-21,Restaurante,Não
C002172,40,F,PT,Viseu,2024-12-18,Restaurante,Não
C006880,18,M,DE,,2024-05-13,Restaurante,Não
C006815,19,M,UK,,2023-08-04,Restaurante,Não
C000399,40,F,PT,Braga,2024-11-09,Restaurante,Não
C002011,18,M,FR,,2024-11-18,Restaurante,Sim
C007681,50,M,UK,,2024-04-23,Hotel,Não
C001284,57,M,ES,,2024-12-21,Restaurante,Não
C005647,32,F,UK,,2024-05-11,Hotel,Não
C005853,51,F,DE,,2024-08-29,Restaurante,Não
C004257,28,M,PT,Viseu,2024-10-22,Restaurante,Não
C001837,23,M,PT,Porto,2023-11-21,Restaurante,Não
C001020,48,F,PT,Braga,2024-08-17,Hotel,Não
C001327,26,F,PT,Outro,2024-10-07,Restaurante,Não
C005007,58,F,PT,Faro,2024-07-12,Restaurante,Não
C000476,38,F,PT,Porto,2023-03-17,Ambos,Sim
C002811,40,M,FR,,2023-06-14,Restaurante,Não
C006013,45,M,PT,Braga,2024-08-03,Hotel,Não
C001652,47,F,FR,,2024-02-20,Hotel,Sim
C007423,23,F,PT,Lisboa,2023-02-20,Ambos,Sim
C006841,31,F,PT,Aveiro,2023-06-24,Restaurante,Sim
C002529,74,M,FR,,2024-06-16,Hotel,Não
C001207,30,M,FR,,2023-01-20,Hotel,Não
C005207,60,F,UK,,2024-10-08,Restaurante,Não
C007090,55,M,FR,,2024-06-08,Ambos,Sim
C006160,18,F,FR,,2024-01-01,Restaurante,Sim
C005399,18,M,ES,,2023-12-19,Restaurante,Não
C000868,47,M,PT,Porto,2023-11-19,Ambos,Sim
C002975,56,F,FR,,2023-11-16,Restaurante,Não
C000542,23,F,PT,Braga,2024-09-26,Restaurante,Não
C001133,67,F,UK,,2023-04-15,Hotel,Não
C007747,64,M,FR,,2023-05-25,Hotel,Não
C007204,28,F,PT,Braga,2024-05-04,Restaurante,Não
C003391,18,M,PT,Braga,2023-12-24,Ambos,Sim
C005759,33,M,PT,Braga,2023-05-27,Restaurante,Não
C002963,33,F,FR,,2023-05-22,Restaurante,Não
C004156,38,M,PT,Porto,2024-06-13,Hotel,Não
